mir,gene
hsa-miR-200a-3p,TCP11L1
hsa-miR-200a-3p,KIAA1370
hsa-miR-200a-3p,UBL7
hsa-miR-200a-3p,OXR1
hsa-miR-200a-3p,C4orf29
hsa-miR-200a-3p,ANKRD22
hsa-miR-200a-3p,GLTPD1
hsa-miR-200a-3p,MGAT1
hsa-miR-200a-3p,XCL2
hsa-miR-200a-3p,MT1P3
hsa-miR-200a-3p,SAA1
hsa-miR-200a-3p,MT1G
hsa-miR-200a-3p,STAU1
hsa-miR-200a-3p,SLC35C1
hsa-miR-200a-3p,TNF
hsa-miR-200a-3p,TNF
hsa-miR-200a-3p,TNF
hsa-miR-200a-3p,CASP7
hsa-miR-200a-3p,EMB
hsa-miR-200a-3p,TRUB1
hsa-miR-200a-3p,C3
hsa-miR-200a-3p,MR1
hsa-miR-200a-3p,SLC16A13
hsa-miR-200a-3p,CDCA2
hsa-miR-200a-3p,OTUD6B
hsa-miR-200a-3p,LUZP1
hsa-miR-200a-3p,MFSD9
hsa-miR-200a-3p,HSP90AA4P
hsa-miR-200a-3p,WFDC3
hsa-miR-200a-3p,RHEB
hsa-miR-200a-3p,SEC24A
hsa-miR-200a-3p,ALDH5A1
hsa-miR-200a-3p,CEP290
hsa-miR-200a-3p,ANKFY1
hsa-miR-200a-3p,KIF23
hsa-miR-200a-3p,FICD
hsa-miR-200a-3p,ELOF1
hsa-miR-200a-3p,LMBR1
hsa-miR-200a-3p,GNA15
hsa-miR-200a-3p,FBXO32
hsa-miR-200a-3p,PPP2R3C
hsa-miR-200a-3p,GLTPD1
hsa-miR-200a-3p,ST3GAL6
hsa-miR-200a-3p,USP49
hsa-miR-200a-3p,CDC42EP3
hsa-miR-200a-3p,RSBN1
hsa-miR-200a-3p,UBE2C
hsa-miR-200a-3p,C11orf46
hsa-miR-200a-3p,UGCG
hsa-miR-200a-3p,MED18
hsa-miR-200a-3p,IFI30
hsa-miR-200a-3p,SCAI
hsa-miR-200a-3p,CASK
hsa-miR-200a-3p,SMAP2
hsa-miR-200a-3p,RTN3
hsa-miR-200a-3p,ALOXE3
hsa-miR-200a-3p,ARL4C
hsa-miR-200a-3p,IFT57
hsa-miR-200a-3p,ACAA1
hsa-miR-200a-3p,KIAA0391
hsa-miR-200a-3p,TET1
hsa-miR-200a-3p,CHD6
hsa-miR-200a-3p,SAMD4B
hsa-miR-200a-3p,ASAP1
hsa-miR-200a-3p,ZNF583
hsa-miR-200a-3p,TIFA
hsa-miR-200a-3p,B3GALNT1
hsa-miR-200a-3p,FURIN
hsa-miR-200a-3p,ST3GAL3
hsa-miR-200a-3p,GLI3
hsa-miR-200a-3p,NCEH1
hsa-miR-200a-3p,NPDC1
hsa-miR-200a-3p,RHOBTB3
hsa-miR-200a-3p,TMEM138
hsa-miR-200a-3p,PPP6R1
hsa-miR-200a-3p,STAM
hsa-miR-200a-3p,TNRC18
hsa-miR-200a-3p,ZNF708
hsa-miR-200a-3p,SLC6A14
hsa-miR-200a-3p,DDHD2
hsa-miR-200a-3p,ATP11A
hsa-miR-200a-3p,PORCN
hsa-miR-200a-3p,FTH1P3
hsa-miR-200a-3p,LRRC34
hsa-miR-200a-3p,ZFYVE27
hsa-miR-200a-3p,FST
hsa-miR-200a-3p,RPS20P27
hsa-miR-200a-3p,ICA1
hsa-miR-200a-3p,DENND5A
hsa-miR-200a-3p,STIL
hsa-miR-200a-3p,MAD2L1
hsa-miR-200a-3p,SNORD83B
hsa-miR-200a-3p,DUSP22
hsa-miR-200a-3p,TTC33
hsa-miR-200a-3p,CSDA
hsa-miR-200a-3p,GUF1
hsa-miR-200a-3p,PPIL5
hsa-miR-200a-3p,RCE1
hsa-miR-200a-3p,APPL2
hsa-miR-200a-3p,CST7
hsa-miR-200a-3p,ABCG2
hsa-miR-200a-3p,TMEM194B
hsa-miR-200a-3p,UCP2
hsa-miR-200a-3p,ZNF678
hsa-miR-200a-3p,GRINA
hsa-miR-200a-3p,FBLIM1
hsa-miR-200a-3p,CDK7
hsa-miR-200a-3p,CDK7
hsa-miR-200a-3p,NDST3
hsa-miR-200a-3p,RAB9B
hsa-miR-200a-3p,COMMD1
hsa-miR-200a-3p,ZMYND11
hsa-miR-200a-3p,UTRN
hsa-miR-200a-3p,UCHL3
hsa-miR-200a-3p,SLC26A4
hsa-miR-200a-3p,POLA1
hsa-miR-200a-3p,PLK3
hsa-miR-200a-3p,AVIL
hsa-miR-200a-3p,DHRS7B
hsa-miR-200a-3p,KIAA1731
hsa-miR-200a-3p,SNORA45
hsa-miR-200a-3p,C1D
hsa-miR-200a-3p,FANCM
hsa-miR-200a-3p,FAM122C
hsa-miR-200a-3p,CUTC
hsa-miR-200a-3p,LRRC3
hsa-miR-200a-3p,TNIK
hsa-miR-200a-3p,GSTK1
hsa-miR-200a-3p,ZNF595
hsa-miR-200a-3p,DHCR24
hsa-miR-200a-3p,PHF12
hsa-miR-200a-3p,KLC3
hsa-miR-200a-3p,AMOTL2
hsa-miR-200a-3p,BAG4
hsa-miR-200a-3p,EFEMP1
hsa-miR-200a-3p,CCDC69
hsa-miR-200a-3p,SRP72
hsa-miR-200a-3p,ANKRD1
hsa-miR-200a-3p,PRKAR1B
hsa-miR-200a-3p,ABHD11
hsa-miR-200a-3p,PPIL1
hsa-miR-200a-3p,ARNTL2
hsa-miR-200a-3p,ACAD10
hsa-miR-200a-3p,ATP9A
hsa-miR-200a-3p,HLA-DRB5
hsa-miR-200a-3p,KIAA0174
hsa-miR-200a-3p,ATP13A3
hsa-miR-200a-3p,DHFR
hsa-miR-200a-3p,HEATR7A
hsa-miR-200a-3p,BCR
hsa-miR-200a-3p,PLSCR4
hsa-miR-200a-3p,TTC39A
hsa-miR-200a-3p,PAM16
hsa-miR-200a-3p,PDLIM4
hsa-miR-200a-3p,SKI
hsa-miR-200a-3p,CDS2
hsa-miR-200a-3p,ECHDC1
hsa-miR-200a-3p,MIR24-2
hsa-miR-200a-3p,ATP1B1
hsa-miR-200a-3p,BICD1
hsa-miR-200a-3p,TRAPPC4
hsa-miR-200a-3p,DOM3Z
hsa-miR-200a-3p,DOM3Z
hsa-miR-200a-3p,SORL1
hsa-miR-200a-3p,NCRNA00247
hsa-miR-200a-3p,STAT1
hsa-miR-200a-3p,CCPG1
hsa-miR-200a-3p,FAM161A
hsa-miR-200a-3p,RHOU
hsa-miR-200a-3p,IFRD1
hsa-miR-200a-3p,ELP4
hsa-miR-200a-3p,DTWD2
hsa-miR-200a-3p,SPECC1
hsa-miR-200a-3p,OCRL
hsa-miR-200a-3p,IDI1
hsa-miR-200a-3p,ZFAND1
hsa-miR-200a-3p,UQCRH
hsa-miR-200a-3p,PLK4
hsa-miR-200a-3p,ZBTB11
hsa-miR-200a-3p,WASL
hsa-miR-200a-3p,PXK
hsa-miR-200a-3p,CDK1
hsa-miR-200a-3p,AADAT
hsa-miR-200a-3p,KIAA0427
hsa-miR-200a-3p,PARP12
hsa-miR-200a-3p,COMMD8
hsa-miR-200a-3p,CNN2
hsa-miR-200a-3p,CARKD
hsa-miR-200a-3p,RBMS2
hsa-miR-200a-3p,USP27X
hsa-miR-200a-3p,SPRR2B
hsa-miR-200a-3p,FOSL2
hsa-miR-200a-3p,EPHB4
hsa-miR-200a-3p,PTPN3
hsa-miR-200a-3p,MBTPS1
hsa-miR-200a-3p,SEMA4D
hsa-miR-200a-3p,NEK2
hsa-miR-200a-3p,MDM4
hsa-miR-200a-3p,GABBR1
hsa-miR-200a-3p,PPM1L
hsa-miR-200a-3p,NT5E
hsa-miR-200a-3p,WDHD1
hsa-miR-200a-3p,UBLCP1
hsa-miR-200a-3p,NANOS1
hsa-miR-200a-3p,DNAJC10
hsa-miR-200a-3p,KDELR3
hsa-miR-200a-3p,DCP2
hsa-miR-200a-3p,HIST1H2AI
hsa-miR-200a-3p,ANUBL1
hsa-miR-200a-3p,KANK2
hsa-miR-200a-3p,SH3YL1
hsa-miR-200a-3p,TAF1
hsa-miR-200a-3p,GEMIN7
hsa-miR-200a-3p,IL20RA
hsa-miR-200a-3p,PDE8A
hsa-miR-200a-3p,NQO1
hsa-miR-200a-3p,SNORA4
hsa-miR-200a-3p,PDCD10
hsa-miR-200a-3p,CXorf23
hsa-miR-200a-3p,SAR1A
hsa-miR-200a-3p,FEZF1
hsa-miR-200a-3p,NUPL1
hsa-miR-200a-3p,C14orf118
hsa-miR-200a-3p,CXorf38
hsa-miR-200a-3p,SLC10A7
hsa-miR-200a-3p,C5orf41
hsa-miR-200a-3p,CFL2
hsa-miR-200a-3p,USP10
hsa-miR-200a-3p,GPR173
hsa-miR-200a-3p,IER3IP1
hsa-miR-200a-3p,LRIG1
hsa-miR-200a-3p,USP25
hsa-miR-200a-3p,EDEM3
hsa-miR-200a-3p,ACTR2
hsa-miR-200a-3p,CDC42BPG
hsa-miR-200a-3p,FARSB
hsa-miR-200a-3p,MINA
hsa-miR-200a-3p,USP32
hsa-miR-200a-3p,GPSM2
hsa-miR-200a-3p,TCF4
hsa-miR-200a-3p,SNAPC1
hsa-miR-200a-3p,TRAF3
hsa-miR-200a-3p,METTL2B
hsa-miR-200a-3p,IRAK3
hsa-miR-200a-3p,C4orf43
hsa-miR-200a-3p,ZFAND2A
hsa-miR-200a-3p,SLC2A14
hsa-miR-200a-3p,IL6R
hsa-miR-200a-3p,PELI3
hsa-miR-200a-3p,TNPO3
hsa-miR-200a-3p,ANK2
hsa-miR-200a-3p,RSPRY1
hsa-miR-200a-3p,ICA1L
hsa-miR-200a-3p,ALG11
hsa-miR-200a-3p,ANAPC10
hsa-miR-200a-3p,IL17RE
hsa-miR-200a-3p,SNRPA
hsa-miR-200a-3p,ASTE1
hsa-miR-200a-3p,ZNF136
hsa-miR-200a-3p,MCM4
hsa-miR-200a-3p,TCERG1
hsa-miR-200a-3p,CFLAR
hsa-miR-200a-3p,CALML4
hsa-miR-200a-3p,TNFRSF11A
hsa-miR-200a-3p,ARCN1
hsa-miR-200a-3p,RAB11FIP4
hsa-miR-200a-3p,TXLNG
hsa-miR-200a-3p,RHBDL2
hsa-miR-200a-3p,CENPJ
hsa-miR-200a-3p,PCCA
hsa-miR-200a-3p,PLD2
hsa-miR-200a-3p,C1orf106
hsa-miR-200a-3p,PPP1R13L
hsa-miR-200a-3p,MATN2
hsa-miR-200a-3p,CNNM3
hsa-miR-200a-3p,UGDH
hsa-miR-200a-3p,DENND1B
hsa-miR-200a-3p,ATXN7L1
hsa-miR-200a-3p,DDIT3
hsa-miR-200a-3p,ZC4H2
hsa-miR-200a-3p,TMBIM1
hsa-miR-200a-3p,DEXI
hsa-miR-200a-3p,TBC1D2B
hsa-miR-200a-3p,FAT1
hsa-miR-200a-3p,ZNF415
hsa-miR-200a-3p,SYT2
hsa-miR-200a-3p,POP7
hsa-miR-200a-3p,PRO2012
hsa-miR-200a-3p,LAT2
hsa-miR-200a-3p,C6orf57
hsa-miR-200a-3p,PCDH7
hsa-miR-200a-3p,CHD2
hsa-miR-200a-3p,TAOK1
hsa-miR-200a-3p,DLEU2
hsa-miR-200a-3p,SORT1
hsa-miR-200a-3p,FAM114A2
hsa-miR-200a-3p,SLC25A44
hsa-miR-200a-3p,GOSR1
hsa-miR-200a-3p,RDH11
hsa-miR-200a-3p,ZNF618
hsa-miR-200a-3p,POLR2A
hsa-miR-200a-3p,ZNF75D
hsa-miR-200a-3p,LTBP2
hsa-miR-200a-3p,TMTC3
hsa-miR-200a-3p,CC2D2A
hsa-miR-200a-3p,ZNF518B
hsa-miR-200a-3p,TMEM62
hsa-miR-200a-3p,TOP3A
hsa-miR-200a-3p,LOC100133091
hsa-miR-200a-3p,MYBL2
hsa-miR-200a-3p,MMP15
hsa-miR-200a-3p,C7orf58
hsa-miR-200a-3p,NIN
hsa-miR-200a-3p,PLEKHF1
hsa-miR-200a-3p,PLEKHH2
hsa-miR-200a-3p,EFHD2
hsa-miR-200a-3p,GPR143
hsa-miR-200a-3p,ALS2CL
hsa-miR-200a-3p,TANC1
hsa-miR-200a-3p,SENP2
hsa-miR-200a-3p,RAI14
hsa-miR-200a-3p,ANKRD26
hsa-miR-200a-3p,PFN2
hsa-miR-200a-3p,TCF12
hsa-miR-200a-3p,MAP6
hsa-miR-200a-3p,MMP7
hsa-miR-200a-3p,C3AR1
hsa-miR-200a-3p,CCDC80
hsa-miR-200a-3p,IQGAP3
hsa-miR-200a-3p,TRIM39
hsa-miR-200a-3p,TRIM39
hsa-miR-200a-3p,TRIM39
hsa-miR-200a-3p,TWF2
hsa-miR-200a-3p,WNT3
hsa-miR-200a-3p,C11orf1
hsa-miR-200a-3p,PDZK1IP1
hsa-miR-200a-3p,MID1
hsa-miR-200a-3p,GRIPAP1
hsa-miR-200a-3p,ALDH6A1
hsa-miR-200a-3p,MAP1LC3B
hsa-miR-200a-3p,UROD
hsa-miR-200a-3p,CYP2R1
hsa-miR-200a-3p,TTLL11
hsa-miR-200a-3p,CEBPG
hsa-miR-200a-3p,AHCTF1
hsa-miR-200a-3p,EIF2AK2
hsa-miR-200a-3p,SMAP1
hsa-miR-200a-3p,GOLIM4
hsa-miR-200a-3p,SLC9A7
hsa-miR-200a-3p,SF3B14
hsa-miR-200a-3p,PIGN
hsa-miR-200a-3p,MDFI
hsa-miR-200a-3p,GADD45B
hsa-miR-200a-3p,WDR41
hsa-miR-200a-3p,C19orf46
hsa-miR-200a-3p,PARM1
hsa-miR-200a-3p,LRP8
hsa-miR-200a-3p,VPS26B
hsa-miR-200a-3p,HERC3
hsa-miR-200a-3p,DDIT4
hsa-miR-200a-3p,PPDPF
hsa-miR-200a-3p,PLEC
hsa-miR-200a-3p,BCAT1
hsa-miR-200a-3p,RCOR3
hsa-miR-200a-3p,ZNF585B
hsa-miR-200a-3p,YIPF1
hsa-miR-200a-3p,PSMD13
hsa-miR-200a-3p,C3orf55
hsa-miR-200a-3p,CHD7
hsa-miR-200a-3p,PRSS8
hsa-miR-200a-3p,MIR622
hsa-miR-200a-3p,PDLIM2
hsa-miR-200a-3p,FBP1
hsa-miR-200a-3p,SRGAP2
hsa-miR-200a-3p,GUSBP3
hsa-miR-200a-3p,DYNC2H1
hsa-miR-200a-3p,HLA-DRA
hsa-miR-200a-3p,MSI2
hsa-miR-200a-3p,CEP170
hsa-miR-200a-3p,ADAL
hsa-miR-200a-3p,BTBD7
hsa-miR-200a-3p,SNORA13
hsa-miR-200a-3p,SNORD43
hsa-miR-200a-3p,AHNAK
hsa-miR-200a-3p,KRTAP13-2
hsa-miR-200a-3p,ZNF91
hsa-miR-200a-3p,C16orf62
hsa-miR-200a-3p,SLC6A9
hsa-miR-200a-3p,LAP3
hsa-miR-200a-3p,SGPP2
hsa-miR-200a-3p,TMEM141
hsa-miR-200a-3p,EPHB2
hsa-miR-200a-3p,CABLES2
hsa-miR-200a-3p,CCDC72
hsa-miR-200a-3p,KLF5
hsa-miR-200a-3p,ZNF182
hsa-miR-200a-3p,RBL2
hsa-miR-200a-3p,RGNEF
hsa-miR-200a-3p,PEG10
hsa-miR-200a-3p,SLC12A9
hsa-miR-200a-3p,RWDD1
hsa-miR-200a-3p,SLC26A2
hsa-miR-200a-3p,CA13
hsa-miR-200a-3p,SLC44A1
hsa-miR-200a-3p,CDK14
hsa-miR-200a-3p,CRYL1
hsa-miR-200a-3p,ATXN7L1
hsa-miR-200a-3p,SELM
hsa-miR-200a-3p,SPR
hsa-miR-200a-3p,TRIM5
hsa-miR-200a-3p,GAS2L3
hsa-miR-200a-3p,DOCK9
hsa-miR-200a-3p,NUDT15
hsa-miR-200a-3p,EPB41L5
hsa-miR-200a-3p,HNRNPH2
hsa-miR-200a-3p,CLSPN
hsa-miR-200a-3p,STAT5A
hsa-miR-200a-3p,KCNAB2
hsa-miR-200a-3p,INCENP
hsa-miR-200a-3p,CHST11
hsa-miR-200a-3p,SFXN1
hsa-miR-200a-3p,TOPORS
hsa-miR-200a-3p,SNORD60
hsa-miR-200a-3p,ZMYM4
hsa-miR-200a-3p,ARHGEF40
hsa-miR-200a-3p,KIF16B
hsa-miR-200a-3p,TRPM7
hsa-miR-200a-3p,VPS53
hsa-miR-200a-3p,ARHGAP19
hsa-miR-200a-3p,TIA1
hsa-miR-200a-3p,LACTB
hsa-miR-200a-3p,ODZ3
hsa-miR-200a-3p,BAZ2A
hsa-miR-200a-3p,BMF
hsa-miR-200a-3p,UBE2NL
hsa-miR-200a-3p,CENPA
hsa-miR-200a-3p,ARID4A
hsa-miR-200a-3p,MFAP2
hsa-miR-200a-3p,TLR4
hsa-miR-200a-3p,YEATS2
hsa-miR-200a-3p,SMARCA5
hsa-miR-200a-3p,PARP4
hsa-miR-200a-3p,SPAG1
hsa-miR-200a-3p,RHPN1
hsa-miR-200a-3p,LAMC1
hsa-miR-200a-3p,DEDD2
hsa-miR-200a-3p,RECQL
hsa-miR-200a-3p,OR4F15
hsa-miR-200a-3p,PINX1
hsa-miR-200a-3p,CD97
hsa-miR-200a-3p,ARHGAP32
hsa-miR-200a-3p,PHACTR2
hsa-miR-200a-3p,MCM7
hsa-miR-200a-3p,PEX12
hsa-miR-200a-3p,CDK8
hsa-miR-200a-3p,SLIT2
hsa-miR-200a-3p,SDR42E1
hsa-miR-200a-3p,BDNF
hsa-miR-200a-3p,CALM3
hsa-miR-200a-3p,KPNA7
hsa-miR-200a-3p,SUMO1P3
hsa-miR-200a-3p,ZNF383
hsa-miR-200a-3p,CLSPN
hsa-miR-200a-3p,TULP4
hsa-miR-200a-3p,MPP7
hsa-miR-200a-3p,IFFO2
hsa-miR-200a-3p,RBM4B
hsa-miR-200a-3p,NSF
hsa-miR-200a-3p,LOC440297
hsa-miR-200a-3p,BRI3BP
hsa-miR-200a-3p,FLJ45248
hsa-miR-200a-3p,LRRFIP1
hsa-miR-200a-3p,TNS4
hsa-miR-200a-3p,PFDN6
hsa-miR-200a-3p,PFDN6
hsa-miR-200a-3p,PFDN6
hsa-miR-200a-3p,NOL8
hsa-miR-200a-3p,ZNF615
hsa-miR-200a-3p,ARID5B
hsa-miR-200a-3p,SMG7
hsa-miR-200a-3p,KLHL3
hsa-miR-200a-3p,DPYSL2
hsa-miR-200a-3p,HRSP12
hsa-miR-200a-3p,ALKBH1
hsa-miR-200a-3p,PYGL
hsa-miR-200a-3p,ANKRD17
hsa-miR-200a-3p,UBE2E1
hsa-miR-200a-3p,BID
hsa-miR-200a-3p,APOL2
hsa-miR-200a-3p,CAMK2B
hsa-miR-200a-3p,REN
hsa-miR-200a-3p,PTPN18
hsa-miR-200a-3p,MINPP1
hsa-miR-200a-3p,IMPACT
hsa-miR-200a-3p,NNT
hsa-miR-200a-3p,LAYN
hsa-miR-200a-3p,IGSF8
hsa-miR-200a-3p,LOC554249
hsa-miR-200a-3p,CMPK1
hsa-miR-200a-3p,ARL8B
hsa-miR-200a-3p,SLC46A1
hsa-miR-200a-3p,MYH16
hsa-miR-200a-3p,FBXO25
hsa-miR-200a-3p,PTDSS2
hsa-miR-200a-3p,VIPR1
hsa-miR-200a-3p,SMA5
hsa-miR-200a-3p,TGFBI
hsa-miR-200a-3p,ERO1LB
hsa-miR-200a-3p,RAP1GDS1
hsa-miR-200a-3p,CIC
hsa-miR-200a-3p,ACY1
hsa-miR-200a-3p,RAB8B
hsa-miR-200a-3p,CCDC144NL
hsa-miR-200a-3p,C3orf63
hsa-miR-200a-3p,SSU72
hsa-miR-200a-3p,LEPRE1
hsa-miR-200a-3p,PPIL3
hsa-miR-200a-3p,ACAD8
hsa-miR-200a-3p,NKIRAS2
hsa-miR-200a-3p,PHF2
hsa-miR-200a-3p,MYST4
hsa-miR-200a-3p,MND1
hsa-miR-200a-3p,C19orf77
hsa-miR-200a-3p,SNORD95
hsa-miR-200a-3p,RFT1
hsa-miR-200a-3p,BNIP2
hsa-miR-200a-3p,SNHG12
hsa-miR-200a-3p,GNB1
hsa-miR-200a-3p,ADM2
hsa-miR-200a-3p,IPO11
hsa-miR-200a-3p,SNX21
hsa-miR-200a-3p,ZNF490
hsa-miR-200a-3p,TTC9
hsa-miR-200a-3p,PVR
hsa-miR-200a-3p,ALS2CR4
hsa-miR-200a-3p,LGALS8
hsa-miR-200a-3p,NCAPG
hsa-miR-200a-3p,ATG4C
hsa-miR-200a-3p,RNU1-1
hsa-miR-200a-3p,RNU1-1
hsa-miR-200a-3p,RNU1-1
hsa-miR-200a-3p,RNU1-1
hsa-miR-200a-3p,RNU1-1
hsa-miR-200a-3p,EPB41
hsa-miR-200a-3p,IGSF3
hsa-miR-200a-3p,CCNA2
hsa-miR-200a-3p,TRIM29
hsa-miR-200a-3p,RECK
hsa-miR-200a-3p,NCOA2
hsa-miR-200a-3p,UBE2E3
hsa-miR-200a-3p,NCRNA00095
hsa-miR-200a-3p,ZNF295
hsa-miR-200a-3p,ANKMY2
hsa-miR-200a-3p,NUP88
hsa-miR-200a-3p,FANCG
hsa-miR-200a-3p,LRRC37A4
hsa-miR-200a-3p,PRC1
hsa-miR-200a-3p,LOC1720
hsa-miR-200a-3p,HLA-DRA
hsa-miR-200a-3p,C2orf47
hsa-miR-200a-3p,PCDHB14
hsa-miR-200a-3p,SERPIND1
hsa-miR-200a-3p,MECP2
hsa-miR-200a-3p,SLCO1B3
hsa-miR-200a-3p,DYNC2H1
hsa-miR-200a-3p,ULK1
hsa-miR-200a-3p,KHK
hsa-miR-200a-3p,HORMAD1
hsa-miR-200a-3p,MAMSTR
hsa-miR-200a-3p,AVEN
hsa-miR-200a-3p,GUSBP1
hsa-miR-200a-3p,SMAD5
hsa-miR-200a-3p,TRMT61A
hsa-miR-200a-3p,TNRC18
hsa-miR-200a-3p,TPP2
hsa-miR-200a-3p,ZNF160
hsa-miR-200a-3p,C6orf203
hsa-miR-200a-3p,PACSIN2
hsa-miR-200a-3p,TMED9
hsa-miR-200a-3p,CELF2
hsa-miR-200a-3p,C2orf69
hsa-miR-200a-3p,RG9MTD1
hsa-miR-200a-3p,STXBP4
hsa-miR-200a-3p,MIR23A
hsa-miR-200a-3p,KCNK1
hsa-miR-200a-3p,LOC100128288
hsa-miR-200a-3p,LIG4
hsa-miR-200a-3p,C17orf48
hsa-miR-200a-3p,KRT18
hsa-miR-200a-3p,KRT18
hsa-miR-200a-3p,GM2A
hsa-miR-200a-3p,MTMR4
hsa-miR-200a-3p,ZNF204P
hsa-miR-200a-3p,DKFZp686O24166
hsa-miR-200a-3p,GPR3
hsa-miR-200a-3p,SCML1
hsa-miR-200a-3p,GTF2A1
hsa-miR-200a-3p,MOSC2
hsa-miR-200a-3p,NAPA
hsa-miR-200a-3p,LOC100132346
hsa-miR-200a-3p,DUSP12
hsa-miR-200a-3p,ZNF280D
hsa-miR-200a-3p,HIST2H2BA
hsa-miR-200a-3p,NFU1
hsa-miR-200a-3p,LRRFIP1
hsa-miR-200a-3p,LOC147727
hsa-miR-200a-3p,ZNF79
hsa-miR-200a-3p,CCNF
hsa-miR-200a-3p,DEPDC1B
hsa-miR-200a-3p,SP2
hsa-miR-200a-3p,CASC5
hsa-miR-200a-3p,CUL4B
hsa-miR-200a-3p,NOL11
hsa-miR-200a-3p,CDH2
hsa-miR-200a-3p,PPP2R2C
hsa-miR-200a-3p,LOC388022
hsa-miR-200a-3p,MSRB3
hsa-miR-200a-3p,SNAI2
hsa-miR-200a-3p,FMN1
hsa-miR-200a-3p,PIP4K2A
hsa-miR-200a-3p,USP46
hsa-miR-200a-3p,ZBTB39
hsa-miR-200a-3p,RRM2
hsa-miR-200a-3p,PCMTD2
hsa-miR-200a-3p,EFR3A
hsa-miR-200a-3p,NANP
hsa-miR-200a-3p,MRPL32
hsa-miR-200a-3p,KIF4B
hsa-miR-200a-3p,C5orf36
hsa-miR-200a-3p,ZNF518A
hsa-miR-200a-3p,ABLIM3
hsa-miR-200a-3p,SMARCD1
hsa-miR-200a-3p,KRTAP4-12
hsa-miR-200a-3p,PTDSS1
hsa-miR-200a-3p,S100A2
hsa-miR-200a-3p,LY75
hsa-miR-200a-3p,ATP6V1D
hsa-miR-200a-3p,DOCK10
hsa-miR-200a-3p,PCDHB18
hsa-miR-200a-3p,PSG9
hsa-miR-200a-3p,BCAP29
hsa-miR-200a-3p,PCOTH
hsa-miR-200a-3p,MYO5C
hsa-miR-200a-3p,NARS
hsa-miR-200a-3p,C22orf24
hsa-miR-200a-3p,MCL1
hsa-miR-200a-3p,FLJ45831
hsa-miR-200a-3p,PLCD4
hsa-miR-200a-3p,GJA1
hsa-miR-200a-3p,LXN
hsa-miR-200a-3p,IFT172
hsa-miR-200a-3p,GABBR1
hsa-miR-200a-3p,GABBR1
hsa-miR-200a-3p,ATRX
hsa-miR-200a-3p,ABHD2
hsa-miR-200a-3p,POMZP3
hsa-miR-200a-3p,NCRNA00219
hsa-miR-200a-3p,ZNF132
hsa-miR-200a-3p,VTA1
hsa-miR-200a-3p,EXOC6B
hsa-miR-200a-3p,ZNF548
hsa-miR-200a-3p,UNG
hsa-miR-200a-3p,RNU6ATAC
hsa-miR-200a-3p,ARHGEF7
hsa-miR-200a-3p,ZNF836
hsa-miR-200a-3p,TOP2A
hsa-miR-200a-3p,DNTTIP2
hsa-miR-200a-3p,OAS2
hsa-miR-200a-3p,ZNF107
hsa-miR-200a-3p,F2RL2
hsa-miR-200a-3p,FOXP4
hsa-miR-200a-3p,CDC42EP1
hsa-miR-200a-3p,FAM100A
hsa-miR-200a-3p,TKT
hsa-miR-200a-3p,WLS
hsa-miR-200a-3p,C1D
hsa-miR-200a-3p,LAMA5
hsa-miR-200a-3p,PPM1H
hsa-miR-200a-3p,RNF24
hsa-miR-200a-3p,SLC25A36
hsa-miR-200a-3p,SPRYD4
hsa-miR-200a-3p,TMC4
hsa-miR-200a-3p,PRKAR2B
hsa-miR-200a-3p,C7orf70
hsa-miR-200a-3p,STMN1
hsa-miR-200a-3p,TUBA4A
hsa-miR-200a-3p,TTF2
hsa-miR-200a-3p,BPTF
hsa-miR-200a-3p,BIRC3
hsa-miR-200a-3p,ICOSLG
hsa-miR-200a-3p,DHRS1
hsa-miR-200a-3p,CSNK2A1
hsa-miR-200a-3p,PPA1
hsa-miR-200a-3p,GTF2B
hsa-miR-200a-3p,CLK4
hsa-miR-200a-3p,ZNF514
hsa-miR-200a-3p,RASSF8
hsa-miR-200a-3p,ZNF664
hsa-miR-200a-3p,PMVK
hsa-miR-200a-3p,SYNE2
hsa-miR-200a-3p,SLC25A40
hsa-miR-200a-3p,ARHGAP24
hsa-miR-200a-3p,GATC
hsa-miR-200a-3p,AKAP10
hsa-miR-200a-3p,C19orf66
hsa-miR-200a-3p,MIR27A
hsa-miR-200a-3p,TMEM115
hsa-miR-200a-3p,ABHD3
hsa-miR-200a-3p,LTA
hsa-miR-200a-3p,RELL2
hsa-miR-200a-3p,ZNF845
hsa-miR-200a-3p,SLC35F5
hsa-miR-200a-3p,FNTA
hsa-miR-200a-3p,ORAOV1
hsa-miR-200a-3p,XYLT2
hsa-miR-200a-3p,TSC22D1
hsa-miR-200a-3p,LUC7L
hsa-miR-200a-3p,SLC16A5
hsa-miR-200a-3p,DHRS3
hsa-miR-200a-3p,NRGN
hsa-miR-200a-3p,AGXT2L2
hsa-miR-200a-3p,TMEM126A
hsa-miR-200a-3p,APOBEC3C
hsa-miR-200a-3p,ADA
hsa-miR-200a-3p,SNRNP27
hsa-miR-200a-3p,NOV
hsa-miR-200a-3p,KIF22
hsa-miR-200a-3p,GOLGA4
hsa-miR-200a-3p,ZNF292
hsa-miR-200a-3p,RPS25
hsa-miR-200a-3p,ZNF385B
hsa-miR-200a-3p,GRHL1
hsa-miR-200a-3p,EIF4EBP2
hsa-miR-200a-3p,AKAP11
hsa-miR-200a-3p,METTL10
hsa-miR-200a-3p,IGFBP3
hsa-miR-200a-3p,ADCK1
