mir,gene
hsa-miR-200a-3p,DPF1
hsa-miR-200a-3p,DNER
hsa-miR-200a-3p,TLK1
hsa-miR-200a-3p,CASP3
hsa-miR-200a-3p,SDC1
hsa-miR-200a-3p,USP11
hsa-miR-200a-3p,GPR56
hsa-miR-200a-3p,TBL1X
hsa-miR-200a-3p,RAB30
hsa-miR-200a-3p,KIF15
hsa-miR-200a-3p,PDGFB
hsa-miR-200a-3p,KLHDC1
hsa-miR-200a-3p,IKZF2
hsa-miR-200a-3p,FAM72D
hsa-miR-200a-3p,CRTC2
hsa-miR-200a-3p,FAM64A
hsa-miR-200a-3p,UBE4B
hsa-miR-200a-3p,C15orf42
hsa-miR-200a-3p,BCL9
hsa-miR-200a-3p,MYBL1
hsa-miR-200a-3p,UHMK1
hsa-miR-200a-3p,SFN
hsa-miR-200a-3p,MFN1
hsa-miR-200a-3p,FBXL2
hsa-miR-200a-3p,EXTL3
hsa-miR-200a-3p,RRP15
hsa-miR-200a-3p,LSM14A
hsa-miR-200a-3p,YKT6
hsa-miR-200a-3p,CCDC125
hsa-miR-200a-3p,C1orf93
hsa-miR-200a-3p,PLEKHA8
hsa-miR-200a-3p,LLPH
hsa-miR-200a-3p,PRKD3
hsa-miR-200a-3p,HIST1H2BM
hsa-miR-200a-3p,GCH1
hsa-miR-200a-3p,CTNNB1
hsa-miR-200a-3p,RRAGC
hsa-miR-200a-3p,PPFIBP1
hsa-miR-200a-3p,ASPM
hsa-miR-200a-3p,FAS
hsa-miR-200a-3p,DOM3Z
hsa-miR-200a-3p,SRP19
hsa-miR-200a-3p,ZNF501
hsa-miR-200a-3p,TMEM189
hsa-miR-200a-3p,CARS
hsa-miR-200a-3p,PRNP
hsa-miR-200a-3p,CENPE
hsa-miR-200a-3p,KNTC1
hsa-miR-200a-3p,SAMD5
hsa-miR-200a-3p,PROSC
hsa-miR-200a-3p,TBL1XR1
hsa-miR-200a-3p,ZNF165
hsa-miR-200a-3p,DENND2D
hsa-miR-200a-3p,P2RY6
hsa-miR-200a-3p,SRRD
hsa-miR-200a-3p,ATP8A1
hsa-miR-200a-3p,C12orf51
hsa-miR-200a-3p,ACD
hsa-miR-200a-3p,RAD51AP1
hsa-miR-200a-3p,LIMD1
hsa-miR-200a-3p,LTA
hsa-miR-200a-3p,ANKRD36B
hsa-miR-200a-3p,RAB2B
hsa-miR-200a-3p,SMC5
hsa-miR-200a-3p,UTP23
hsa-miR-200a-3p,OSTF1
hsa-miR-200a-3p,WIPI2
hsa-miR-200a-3p,PSD3
hsa-miR-200a-3p,CYTH1
hsa-miR-200a-3p,NEDD4
hsa-miR-200a-3p,DPH3
hsa-miR-200a-3p,CTSH
hsa-miR-200a-3p,MEST
hsa-miR-200a-3p,WARS2
hsa-miR-200a-3p,CENPF
hsa-miR-200a-3p,STRADB
hsa-miR-200a-3p,ARHGAP23
hsa-miR-200a-3p,LASS6
hsa-miR-200a-3p,TSTA3
hsa-miR-200a-3p,WWC3
hsa-miR-200a-3p,PRKACB
hsa-miR-200a-3p,HSPA7
hsa-miR-200a-3p,NAP1L1
hsa-miR-200a-3p,EML4
hsa-miR-200a-3p,C15orf17
hsa-miR-200a-3p,OR2A9P
hsa-miR-200a-3p,TMEM184A
hsa-miR-200a-3p,PDXP
hsa-miR-200a-3p,CLIC6
hsa-miR-200a-3p,SAA4
hsa-miR-200a-3p,LIF
hsa-miR-200a-3p,TET2
hsa-miR-200a-3p,FBXO33
hsa-miR-200a-3p,GNB5
hsa-miR-200a-3p,GFPT2
hsa-miR-200a-3p,NF1
hsa-miR-200a-3p,GRK5
hsa-miR-200a-3p,FAM108A1
hsa-miR-200a-3p,FAM108A1
hsa-miR-200a-3p,PSMG1
hsa-miR-200a-3p,LPAR2
hsa-miR-200a-3p,ATF7IP
hsa-miR-200a-3p,STAG3L4
hsa-miR-200a-3p,C10orf88
hsa-miR-200a-3p,ZEB1
hsa-miR-200a-3p,BFSP1
hsa-miR-200a-3p,SLC2A3
hsa-miR-200a-3p,RSL24D1
hsa-miR-200a-3p,TMEM181
hsa-miR-200a-3p,LRRC40
hsa-miR-200a-3p,C2orf29
hsa-miR-200a-3p,LYPLA1
hsa-miR-200a-3p,HSPG2
hsa-miR-200a-3p,TLR2
hsa-miR-200a-3p,ASB7
hsa-miR-200a-3p,CDC25C
hsa-miR-200a-3p,CCT2
hsa-miR-200a-3p,DSE
hsa-miR-200a-3p,NARF
hsa-miR-200a-3p,SERPINB3
hsa-miR-200a-3p,PCBP4
hsa-miR-200a-3p,SEMA4B
hsa-miR-200a-3p,ARPC4
hsa-miR-200a-3p,C4orf21
hsa-miR-200a-3p,HLCS
hsa-miR-200a-3p,ZNF75A
hsa-miR-200a-3p,AGPAT5
hsa-miR-200a-3p,EFTUD1
hsa-miR-200a-3p,CRLS1
hsa-miR-200a-3p,TRIB2
hsa-miR-200a-3p,HIST1H1C
hsa-miR-200a-3p,MAP2K4
hsa-miR-200a-3p,C3orf34
hsa-miR-200a-3p,CDC14A
hsa-miR-200a-3p,POC1B
hsa-miR-200a-3p,OXSR1
hsa-miR-200a-3p,SARS
hsa-miR-200a-3p,GOLGA6L10
hsa-miR-200a-3p,PS1TP4
hsa-miR-200a-3p,ROBO4
hsa-miR-200a-3p,HIPK3
hsa-miR-200a-3p,ATG14
hsa-miR-200a-3p,SUFU
hsa-miR-200a-3p,CEP57
hsa-miR-200a-3p,USP22
hsa-miR-200a-3p,HS1BP3
hsa-miR-200a-3p,ARFGAP1
hsa-miR-200a-3p,IRF3
hsa-miR-200a-3p,TRIM6-TRIM34
hsa-miR-200a-3p,MOBKL1B
hsa-miR-200a-3p,CHMP2B
hsa-miR-200a-3p,TTK
hsa-miR-200a-3p,AKR1C1
hsa-miR-200a-3p,ZNF302
hsa-miR-200a-3p,PDCD6IP
hsa-miR-200a-3p,PDCD1LG2
hsa-miR-200a-3p,TMEM170A
hsa-miR-200a-3p,PON3
hsa-miR-200a-3p,GPR137B
hsa-miR-200a-3p,PPARGC1A
hsa-miR-200a-3p,IFT122
hsa-miR-200a-3p,PER2
hsa-miR-200a-3p,SART3
hsa-miR-200a-3p,MAK16
hsa-miR-200a-3p,NFE4
hsa-miR-200a-3p,IMPA1
hsa-miR-200a-3p,DZIP3
hsa-miR-200a-3p,PTPRG
hsa-miR-200a-3p,DMBT1
hsa-miR-200a-3p,C6orf35
hsa-miR-200a-3p,C11orf54
hsa-miR-200a-3p,MOBKL1A
hsa-miR-200a-3p,C9orf5
hsa-miR-200a-3p,GRB2
hsa-miR-200a-3p,HERPUD1
hsa-miR-200a-3p,RGS20
hsa-miR-200a-3p,HAPLN3
hsa-miR-200a-3p,CBX5
hsa-miR-200a-3p,ABHD5
hsa-miR-200a-3p,GNB4
hsa-miR-200a-3p,KCTD21
hsa-miR-200a-3p,HDX
hsa-miR-200a-3p,MTMR9
hsa-miR-200a-3p,LOC440297
hsa-miR-200a-3p,TMEM191A
hsa-miR-200a-3p,CD82
hsa-miR-200a-3p,OSBPL9
hsa-miR-200a-3p,SRP19
hsa-miR-200a-3p,MAEL
hsa-miR-200a-3p,APPBP2
hsa-miR-200a-3p,SOCS1
hsa-miR-200a-3p,ZNF438
hsa-miR-200a-3p,CPSF4
hsa-miR-200a-3p,MOSC1
hsa-miR-200a-3p,SMC4
hsa-miR-200a-3p,AOAH
hsa-miR-200a-3p,PDPR
hsa-miR-200a-3p,WDR44
hsa-miR-200a-3p,DNAH14
hsa-miR-200a-3p,LYSMD3
hsa-miR-200a-3p,NACC1
hsa-miR-200a-3p,DPH2
hsa-miR-200a-3p,MED20
hsa-miR-200a-3p,FAM133A
hsa-miR-200a-3p,WDR35
hsa-miR-200a-3p,CDKN1A
hsa-miR-200a-3p,RAB28
hsa-miR-200a-3p,CLMN
hsa-miR-200a-3p,MBNL3
hsa-miR-200a-3p,PQLC2
hsa-miR-200a-3p,PPAP2B
hsa-miR-200a-3p,SLC39A9
hsa-miR-200a-3p,OR14I1
hsa-miR-200a-3p,TYMS
hsa-miR-200a-3p,AP3S1
hsa-miR-200a-3p,CTSL1
hsa-miR-200a-3p,C6orf225
hsa-miR-200a-3p,KRTAP4-11
hsa-miR-200a-3p,TSPAN1
hsa-miR-200a-3p,UPP1
hsa-miR-200a-3p,HIST1H2AI
hsa-miR-200a-3p,SLC28A3
hsa-miR-200a-3p,CEP110
hsa-miR-200a-3p,KLHL4
hsa-miR-200a-3p,REPS2
hsa-miR-200a-3p,SRI
hsa-miR-200a-3p,RGS4
hsa-miR-200a-3p,TMEM110
hsa-miR-200a-3p,ACTA2
hsa-miR-200a-3p,YIPF5
hsa-miR-200a-3p,CCDC120
hsa-miR-200a-3p,KCTD14
hsa-miR-200a-3p,C10orf78
hsa-miR-200a-3p,BUB1
hsa-miR-200a-3p,TRIM47
hsa-miR-200a-3p,KIAA1524
hsa-miR-200a-3p,SRPX
hsa-miR-200a-3p,C21orf63
hsa-miR-200a-3p,EVI2A
hsa-miR-200a-3p,HSP90AA1
hsa-miR-200a-3p,ANXA3
hsa-miR-200a-3p,ETHE1
hsa-miR-200a-3p,RLIM
hsa-miR-200a-3p,BCR
hsa-miR-200a-3p,HIST1H2AM
hsa-miR-200a-3p,GFM1
hsa-miR-200a-3p,CYP51A1
hsa-miR-200a-3p,MAPK1
hsa-miR-200a-3p,KIAA0247
hsa-miR-200a-3p,EXOSC8
hsa-miR-200a-3p,FAM126B
hsa-miR-200a-3p,MSH2
hsa-miR-200a-3p,SNAPIN
hsa-miR-200a-3p,SPAST
hsa-miR-200a-3p,ACLY
hsa-miR-200a-3p,CORO7
hsa-miR-200a-3p,AHR
hsa-miR-200a-3p,ZNF814
hsa-miR-200a-3p,STYXL1
hsa-miR-200a-3p,INHBA
hsa-miR-200a-3p,SATB1
hsa-miR-200a-3p,RASA3
hsa-miR-200a-3p,NAP1L4
hsa-miR-200a-3p,DNAJA3
hsa-miR-200a-3p,HLTF
hsa-miR-200a-3p,CENPC1
hsa-miR-200a-3p,DMWD
hsa-miR-200a-3p,SF3B4
hsa-miR-200a-3p,SPINT1
hsa-miR-200a-3p,DHFR
hsa-miR-200a-3p,RNF208
hsa-miR-200a-3p,RNF208
hsa-miR-200a-3p,RWDD2B
hsa-miR-200a-3p,ANKS1A
hsa-miR-200a-3p,SERTAD4
hsa-miR-200a-3p,CCNB1
hsa-miR-200a-3p,KRT15
hsa-miR-200a-3p,APC
hsa-miR-200a-3p,SIGLEC15
hsa-miR-200a-3p,RPS6KB2
hsa-miR-200a-3p,PIAS3
hsa-miR-200a-3p,PYROXD2
hsa-miR-200a-3p,HIST2H4A
hsa-miR-200a-3p,HIST2H4A
hsa-miR-200a-3p,CCDC125
hsa-miR-200a-3p,TTC19
hsa-miR-200a-3p,OXTR
hsa-miR-200a-3p,C11orf82
hsa-miR-200a-3p,MFSD11
hsa-miR-200a-3p,C6orf218
hsa-miR-200a-3p,ADAMTS1
hsa-miR-200a-3p,UBE3A
hsa-miR-200a-3p,LRRFIP1
hsa-miR-200a-3p,ARHGEF6
hsa-miR-200a-3p,SHCBP1
hsa-miR-200a-3p,QSER1
hsa-miR-200a-3p,SIGIRR
hsa-miR-200a-3p,ABCB9
hsa-miR-200a-3p,ZNF608
hsa-miR-200a-3p,DUSP3
hsa-miR-200a-3p,HIST1H2AG
hsa-miR-200a-3p,VBP1
hsa-miR-200a-3p,SH3PXD2A
hsa-miR-200a-3p,DUSP1
hsa-miR-200a-3p,NDE1
hsa-miR-200a-3p,NACC2
hsa-miR-200a-3p,ADAMTSL5
hsa-miR-200a-3p,CYGB
hsa-miR-200a-3p,HOOK2
hsa-miR-200a-3p,CDK5RAP2
hsa-miR-200a-3p,NUTF2
hsa-miR-200a-3p,APBB3
hsa-miR-200a-3p,ZBTB10
hsa-miR-200a-3p,SUPT6H
hsa-miR-200a-3p,SNORD32B
hsa-miR-200a-3p,KLHL21
hsa-miR-200a-3p,AKAP7
hsa-miR-200a-3p,ERGIC2
hsa-miR-200a-3p,GPCPD1
hsa-miR-200a-3p,OSBPL2
hsa-miR-200a-3p,TRIM4
hsa-miR-200a-3p,CEP152
hsa-miR-200a-3p,KIAA0040
hsa-miR-200a-3p,C11orf75
hsa-miR-200a-3p,GSK3B
hsa-miR-200a-3p,TMEM39A
hsa-miR-200a-3p,ARPP19
hsa-miR-200a-3p,TMC5
hsa-miR-200a-3p,MAP3K15
hsa-miR-200a-3p,CDKN1B
hsa-miR-200a-3p,ZBTB34
hsa-miR-200a-3p,RAET1L
hsa-miR-200a-3p,FBXO28
hsa-miR-200a-3p,SH2B3
hsa-miR-200a-3p,SLC7A2
hsa-miR-200a-3p,EVI5L
hsa-miR-200a-3p,FOXM1
hsa-miR-200a-3p,CLN5
hsa-miR-200a-3p,ZNF189
hsa-miR-200a-3p,SNORA8
hsa-miR-200a-3p,MCM3
hsa-miR-200a-3p,PIP4K2C
hsa-miR-200a-3p,TNFAIP8
hsa-miR-200a-3p,HELLS
hsa-miR-200a-3p,HIST2H2AA3
hsa-miR-200a-3p,HIST2H2AA3
hsa-miR-200a-3p,PTTG1
hsa-miR-200a-3p,STX3
hsa-miR-200a-3p,TSC1
hsa-miR-200a-3p,CSNK2A1P
hsa-miR-200a-3p,CDC34
hsa-miR-200a-3p,FHL2
hsa-miR-200a-3p,CCDC99
hsa-miR-200a-3p,TUBD1
hsa-miR-200a-3p,IRF1
hsa-miR-200a-3p,C1orf182
hsa-miR-200a-3p,UBAC2
hsa-miR-200a-3p,CYB5R2
hsa-miR-200a-3p,CNOT6L
hsa-miR-200a-3p,LCLAT1
hsa-miR-200a-3p,TICAM1
hsa-miR-200a-3p,MED1
hsa-miR-200a-3p,RASEF
hsa-miR-200a-3p,ZNF345
hsa-miR-200a-3p,MEIS1
hsa-miR-200a-3p,SPAG5
hsa-miR-200a-3p,FBXW2
hsa-miR-200a-3p,ACO1
hsa-miR-200a-3p,SFT2D2
hsa-miR-200a-3p,GOLM1
hsa-miR-200a-3p,FAM116A
hsa-miR-200a-3p,STRADB
hsa-miR-200a-3p,PAFAH2
hsa-miR-200a-3p,GEM
hsa-miR-200a-3p,FKBP14
hsa-miR-200a-3p,PPP2R3A
hsa-miR-200a-3p,SLC17A9
hsa-miR-200a-3p,WDR45
hsa-miR-200a-3p,HLA-DRB4
hsa-miR-200a-3p,ZNF442
hsa-miR-200a-3p,COL17A1
hsa-miR-200a-3p,KIAA1522
hsa-miR-200a-3p,SLC4A11
hsa-miR-200a-3p,LFNG
hsa-miR-200a-3p,CCDC3
hsa-miR-200a-3p,ANXA7
hsa-miR-200a-3p,CHD8
hsa-miR-200a-3p,GJB2
hsa-miR-200a-3p,SYNGR2
hsa-miR-200a-3p,CD274
hsa-miR-200a-3p,CCDC21
hsa-miR-200a-3p,OGFOD1
hsa-miR-200a-3p,SNX29
hsa-miR-200a-3p,C6orf162
hsa-miR-200a-3p,FAM175B
hsa-miR-200a-3p,FDXACB1
hsa-miR-200a-3p,UBE2N
hsa-miR-200a-3p,RTN4R
hsa-miR-200a-3p,FADD
hsa-miR-200a-3p,SLC35F2
hsa-miR-200a-3p,CEBPB
hsa-miR-200a-3p,DENND2A
hsa-miR-200a-3p,OCLN
hsa-miR-200a-3p,NUDT4P1
hsa-miR-200a-3p,ACTR3B
hsa-miR-200a-3p,MMAA
hsa-miR-200a-3p,TRIM2
hsa-miR-200a-3p,PIGW
hsa-miR-200a-3p,MBD1
hsa-miR-200a-3p,FUT1
hsa-miR-200a-3p,UBE2W
hsa-miR-200a-3p,ATXN1
hsa-miR-200a-3p,ENPP4
hsa-miR-200a-3p,ME1
hsa-miR-200a-3p,C17orf91
hsa-miR-200a-3p,PPWD1
hsa-miR-200a-3p,ZNF333
hsa-miR-200a-3p,SIRT6
hsa-miR-200a-3p,F3
hsa-miR-200a-3p,ELAC1
hsa-miR-200a-3p,HIC2
hsa-miR-200a-3p,AASS
hsa-miR-200a-3p,SMARCE1
hsa-miR-200a-3p,SMCR7L
hsa-miR-200a-3p,RGS9
hsa-miR-200a-3p,ACYP2
hsa-miR-200a-3p,HLA-DRB3
hsa-miR-200a-3p,SEC63
hsa-miR-200a-3p,DEFB109P1B
hsa-miR-200a-3p,RAVER1
hsa-miR-200a-3p,CCDC45
hsa-miR-200a-3p,TNFRSF12A
hsa-miR-200a-3p,HMBS
hsa-miR-200a-3p,ARL6
hsa-miR-200a-3p,VPS13C
hsa-miR-200a-3p,E2F4
hsa-miR-200a-3p,MAP3K13
hsa-miR-200a-3p,FMNL1
hsa-miR-200a-3p,GFM2
hsa-miR-200a-3p,PQLC3
hsa-miR-200a-3p,AAGAB
hsa-miR-200a-3p,RTTN
hsa-miR-200a-3p,ST8SIA4
hsa-miR-200a-3p,ALOX5AP
hsa-miR-200a-3p,FZD5
hsa-miR-200a-3p,WNK1
hsa-miR-200a-3p,FRMD5
hsa-miR-200a-3p,AFF3
hsa-miR-200a-3p,RRAS2
hsa-miR-200a-3p,MGAT5B
hsa-miR-200a-3p,C1orf172
hsa-miR-200a-3p,TGFB1
hsa-miR-200a-3p,BTBD9
hsa-miR-200a-3p,ZNF43
hsa-miR-200a-3p,SENP1
hsa-miR-200a-3p,STAT6
hsa-miR-200a-3p,KIAA0196
hsa-miR-200a-3p,ARMC9
hsa-miR-200a-3p,WBP2
hsa-miR-200a-3p,GPR68
hsa-miR-200a-3p,LBH
hsa-miR-200a-3p,HIST2H2BF
hsa-miR-200a-3p,SFXN4
hsa-miR-200a-3p,PLXNA2
hsa-miR-200a-3p,HSP90AA6P
hsa-miR-200a-3p,THOC7
hsa-miR-200a-3p,ZC3H7B
hsa-miR-200a-3p,RABGAP1
hsa-miR-200a-3p,KIAA1804
hsa-miR-200a-3p,ATXN7L1
hsa-miR-200a-3p,ST3GAL4
hsa-miR-200a-3p,PSMD7
hsa-miR-200a-3p,DSP
hsa-miR-200a-3p,RUSC2
hsa-miR-200a-3p,TPRA1
hsa-miR-200a-3p,SHROOM2
hsa-miR-200a-3p,MON2
hsa-miR-200a-3p,GOPC
hsa-miR-200a-3p,METAP2
hsa-miR-200a-3p,LSM14B
hsa-miR-200a-3p,NUDT4
hsa-miR-200a-3p,KCNQ4
hsa-miR-200a-3p,PGM3
hsa-miR-200a-3p,HDAC8
hsa-miR-200a-3p,CCDC91
hsa-miR-200a-3p,DSCAM
hsa-miR-200a-3p,RINT1
hsa-miR-200a-3p,C14orf147
hsa-miR-200a-3p,SIN3B
hsa-miR-200a-3p,NUF2
hsa-miR-200a-3p,ATP8B2
hsa-miR-200a-3p,SNORD49B
hsa-miR-200a-3p,USP18
hsa-miR-200a-3p,LOC554249
hsa-miR-200a-3p,SASH1
hsa-miR-200a-3p,FBN1
hsa-miR-200a-3p,RHOJ
hsa-miR-200a-3p,ZFP36L1
hsa-miR-200a-3p,TMEM102
hsa-miR-200a-3p,PTBP1
hsa-miR-200a-3p,YWHAE
hsa-miR-200a-3p,MRPL15
hsa-miR-200a-3p,CCDC76
hsa-miR-200a-3p,MCM3AP
hsa-miR-200a-3p,ZNF223
hsa-miR-200a-3p,RGL1
hsa-miR-200a-3p,CANT1
hsa-miR-200a-3p,HAS2
hsa-miR-200a-3p,PGAP1
hsa-miR-200a-3p,HSPD1
hsa-miR-200a-3p,CTH
hsa-miR-200a-3p,TOM1L1
hsa-miR-200a-3p,SND1
hsa-miR-200a-3p,GRLF1
hsa-miR-200a-3p,VDR
hsa-miR-200a-3p,ICAM1
hsa-miR-200a-3p,KIF11
hsa-miR-200a-3p,ALCAM
hsa-miR-200a-3p,ZNF641
hsa-miR-200a-3p,DENND3
hsa-miR-200a-3p,UBR3
hsa-miR-200a-3p,THSD4
hsa-miR-200a-3p,TIMP3
hsa-miR-200a-3p,DNM1
hsa-miR-200a-3p,LSM12
hsa-miR-200a-3p,SBF2
hsa-miR-200a-3p,C14orf105
hsa-miR-200a-3p,CTDSPL2
hsa-miR-200a-3p,PRKCZ
hsa-miR-200a-3p,MGEA5
hsa-miR-200a-3p,VPS28
hsa-miR-200a-3p,HDAC1
hsa-miR-200a-3p,C14orf129
hsa-miR-200a-3p,NF1
hsa-miR-200a-3p,NF1
hsa-miR-200a-3p,B4GALNT3
hsa-miR-200a-3p,KIAA0284
hsa-miR-200a-3p,BIRC2
hsa-miR-200a-3p,TDG
hsa-miR-200a-3p,SPTLC3
hsa-miR-200a-3p,STRN
hsa-miR-200a-3p,SQLE
hsa-miR-200a-3p,SYNGAP1
hsa-miR-200a-3p,VAV2
hsa-miR-200a-3p,DGCR2
hsa-miR-200a-3p,ACO2
hsa-miR-200a-3p,AKAP9
hsa-miR-200a-3p,ERCC2
hsa-miR-200a-3p,C2orf67
hsa-miR-200a-3p,MAP7D1
hsa-miR-200a-3p,RRBP1
hsa-miR-200a-3p,C9orf174
hsa-miR-200a-3p,CFHR1
hsa-miR-200a-3p,KLF3
hsa-miR-200a-3p,CLDN12
hsa-miR-200a-3p,SLAIN1
hsa-miR-200a-3p,CCDC50
hsa-miR-200a-3p,FAM190B
hsa-miR-200a-3p,PPP1R1C
hsa-miR-200a-3p,CGRRF1
hsa-miR-200a-3p,APCDD1L
hsa-miR-200a-3p,LSM12
hsa-miR-200a-3p,ITFG1
hsa-miR-200a-3p,LSM14B
hsa-miR-200a-3p,TAGLN3
hsa-miR-200a-3p,ZDHHC21
hsa-miR-200a-3p,DENND1A
hsa-miR-200a-3p,C20orf194
hsa-miR-200a-3p,ERICH1
hsa-miR-200a-3p,HEATR2
hsa-miR-200a-3p,TARBP1
hsa-miR-200a-3p,OR2A4
hsa-miR-200a-3p,FAM98B
hsa-miR-200a-3p,RRP36
hsa-miR-200a-3p,SPDEF
hsa-miR-200a-3p,CCDC144B
hsa-miR-200a-3p,SWAP70
hsa-miR-200a-3p,DCTN3
hsa-miR-200a-3p,USP18
hsa-miR-200a-3p,SUZ12
hsa-miR-200a-3p,IL11
hsa-miR-200a-3p,GALNT6
hsa-miR-200a-3p,ZNF506
hsa-miR-200a-3p,HPS5
hsa-miR-200a-3p,WDR66
hsa-miR-200a-3p,WEE1
hsa-miR-200a-3p,TRIML2
hsa-miR-200a-3p,CDKL5
hsa-miR-200a-3p,TOP1
hsa-miR-200a-3p,SLC16A1
hsa-miR-200a-3p,SLC35E3
hsa-miR-200a-3p,AKAP13
hsa-miR-200a-3p,HLA-DRB3
hsa-miR-200a-3p,KIAA0513
hsa-miR-200a-3p,WIPF2
hsa-miR-200a-3p,TENC1
hsa-miR-200a-3p,CD83
hsa-miR-200a-3p,PGAP2
hsa-miR-200a-3p,TBC1D8
hsa-miR-200a-3p,FANCL
hsa-miR-200a-3p,AKT3
hsa-miR-200a-3p,SLC5A3
hsa-miR-200a-3p,TBC1D9
hsa-miR-200a-3p,PCDHB15
hsa-miR-200a-3p,NFKB2
hsa-miR-200a-3p,KCTD5
hsa-miR-200a-3p,PARG
hsa-miR-200a-3p,AHSA2
hsa-miR-200a-3p,KIAA0430
hsa-miR-200a-3p,OR10G2
hsa-miR-200a-3p,TARS
hsa-miR-200a-3p,RANBP6
hsa-miR-200a-3p,XPNPEP3
hsa-miR-200a-3p,NOP16
hsa-miR-200a-3p,TBC1D2B
hsa-miR-200a-3p,PELP1
hsa-miR-200a-3p,KLHL7
hsa-miR-200a-3p,KIAA0562
hsa-miR-200a-3p,DCLRE1A
hsa-miR-200a-3p,CEP97
hsa-miR-200a-3p,TRAM2
hsa-miR-200a-3p,SORD
hsa-miR-200a-3p,FBXO6
hsa-miR-200a-3p,MTMR9LP
hsa-miR-200a-3p,TMEM67
hsa-miR-200a-3p,ARHGEF3
hsa-miR-200a-3p,THBD
hsa-miR-200a-3p,AHSA1
hsa-miR-200a-3p,OR2A7
hsa-miR-200a-3p,ATG10
hsa-miR-200a-3p,ASPHD2
hsa-miR-200a-3p,MYO9A
hsa-miR-200a-3p,TRMT112
hsa-miR-200a-3p,PLXDC2
hsa-miR-200a-3p,HDHD3
hsa-miR-200a-3p,NEK4
hsa-miR-200a-3p,OXCT1
hsa-miR-200a-3p,FOXO1
hsa-miR-200a-3p,SMNDC1
hsa-miR-200a-3p,GORASP1
hsa-miR-200a-3p,NAP1L5
hsa-miR-200a-3p,RAB3IP
hsa-miR-200a-3p,JDP2
hsa-miR-200a-3p,PDGFD
hsa-miR-200a-3p,NFIA
hsa-miR-200a-3p,CXADR
hsa-miR-200a-3p,C1orf58
hsa-miR-200a-3p,FAM102B
hsa-miR-200a-3p,C14orf139
hsa-miR-200a-3p,NT5C2
hsa-miR-200a-3p,TTC7A
hsa-miR-200a-3p,ZNF717
hsa-miR-200a-3p,WSB2
hsa-miR-200a-3p,HTT
hsa-miR-200a-3p,HIST1H2AC
hsa-miR-200a-3p,ARRDC4
hsa-miR-200a-3p,TEX2
hsa-miR-200a-3p,UGT8
hsa-miR-200a-3p,CDC25B
hsa-miR-200a-3p,CHPT1
hsa-miR-200a-3p,CTCF
hsa-miR-200a-3p,CBLB
hsa-miR-200a-3p,KDM1B
hsa-miR-200a-3p,SPC25
hsa-miR-200a-3p,PVRL2
hsa-miR-200a-3p,MAPK9
hsa-miR-200a-3p,ATP5G2
hsa-miR-200a-3p,RASGRP3
hsa-miR-200a-3p,MRPS23
hsa-miR-200a-3p,MAP2K1
hsa-miR-200a-3p,PITPNA
hsa-miR-200a-3p,ZNF844
hsa-miR-200a-3p,HIST2H2BF
hsa-miR-200a-3p,SNRPD1
hsa-miR-200a-3p,C9orf30
hsa-miR-200a-3p,C14orf135
hsa-miR-200a-3p,PSG5
hsa-miR-200a-3p,ARHGAP29
hsa-miR-200a-3p,DENND1B
hsa-miR-200a-3p,GPR133
hsa-miR-200a-3p,MC1R
hsa-miR-200a-3p,SMPDL3B
hsa-miR-200a-3p,MED28
hsa-miR-200a-3p,TMEM188
hsa-miR-200a-3p,FAM108A1
hsa-miR-200a-3p,PTRH1
hsa-miR-200a-3p,GLCCI1
hsa-miR-200a-3p,PRRG4
hsa-miR-200a-3p,MAPKAPK3
hsa-miR-200a-3p,UHRF1
hsa-miR-200a-3p,MLL5
hsa-miR-200a-3p,RHOF
hsa-miR-200a-3p,STYK1
hsa-miR-200a-3p,C1orf135
hsa-miR-200a-3p,ZNF184
hsa-miR-200a-3p,PPP1CC
hsa-miR-200a-3p,RORA
hsa-miR-200a-3p,TMEM208
hsa-miR-200a-3p,HUWE1
hsa-miR-200a-3p,TIMELESS
hsa-miR-200a-3p,C7orf25
hsa-miR-200a-3p,C21orf45
hsa-miR-200a-3p,FBXO3
hsa-miR-200a-3p,CD9
hsa-miR-200a-3p,LOC440297
hsa-miR-200a-3p,LOC440297
hsa-miR-200a-3p,LOC440297
hsa-miR-200a-3p,LOC440297
hsa-miR-200a-3p,BCL10
hsa-miR-200a-3p,PPP1R3B
hsa-miR-200a-3p,CHRFAM7A
hsa-miR-200a-3p,PIR
hsa-miR-200a-3p,SCD5
hsa-miR-200a-3p,C6orf204
hsa-miR-200a-3p,USP53
hsa-miR-200a-3p,HLA-DRA
hsa-miR-200a-3p,BRCC3
hsa-miR-200a-3p,KRTAP4-11
hsa-miR-200a-3p,TOP1MT
hsa-miR-200a-3p,LARP7
hsa-miR-200a-3p,KTI12
hsa-miR-200a-3p,LOC554249
hsa-miR-200a-3p,LOC554249
hsa-miR-200a-3p,FAM89A
hsa-miR-200a-3p,TDP1
hsa-miR-200a-3p,NAA20
hsa-miR-200a-3p,INTS9
hsa-miR-200a-3p,TOMM20
hsa-miR-200a-3p,PLEKHG3
hsa-miR-200a-3p,CLIC4
hsa-miR-200a-3p,CYB5A
hsa-miR-200a-3p,BTBD8
hsa-miR-200a-3p,GTF2E2
hsa-miR-200a-3p,ABI3BP
hsa-miR-200a-3p,AATF
hsa-miR-200a-3p,OSBPL8
hsa-miR-200a-3p,C1D
