miRNA,Gene
hsa-miR-30a,PPA1
hsa-miR-30a,NXT1
hsa-miR-30a,SCYL1
hsa-miR-30a,HK1
hsa-miR-30a,PCNT
hsa-miR-30a,TRRAP
hsa-miR-30a,TGFBI
hsa-miR-30a,PDLIM7
hsa-miR-30a,C16orf62
hsa-miR-30a,CIRBP
hsa-miR-30a,EIF2B4
hsa-miR-30a,GNG5
hsa-miR-30a,HEATR2
hsa-miR-30a,TLDC1
hsa-miR-30a,TNPO3
hsa-miR-30a,MGST2
hsa-miR-30a,JUP
hsa-miR-30a,DNAJC2
hsa-miR-30a,CPSF3
hsa-miR-30a,EIF1
hsa-miR-30a,RFT1
hsa-miR-30a,AP2S1
hsa-miR-30a,SDCBP
hsa-miR-30a,SEC24B
hsa-miR-30a,LSM12
hsa-miR-30a,CAST
hsa-miR-30a,FDX1
hsa-miR-30a,MAPK1
hsa-miR-30a,NOL8
hsa-miR-30a,TMEM192
hsa-miR-30a,DYNC1LI1
hsa-miR-30a,RETSAT
hsa-miR-30a,BCL2L1
hsa-miR-30a,NCKAP1
hsa-miR-30a,LDLR
hsa-miR-30a,REEP5
hsa-miR-30a,CPOX
hsa-miR-30a,ATP6V1C1
hsa-miR-30a,GLIPR1
hsa-miR-30a,DNAJB4
hsa-miR-30a,CCPG1
hsa-miR-30a,5-Mar
hsa-miR-30a,RND3
hsa-miR-30a,DERL1
hsa-miR-30a,RAB14
hsa-miR-30a,ACP2
hsa-miR-30a,OSBPL8
hsa-miR-30a,RPRD1A
hsa-miR-30a,RRM2
hsa-miR-30a,ITGA6
hsa-miR-30a,DHX36
hsa-miR-30a,XPO1
hsa-miR-30a,RHOB
hsa-miR-30a,MTDH
hsa-miR-30a,TIMM17A
hsa-miR-30a,MAN2B1
hsa-miR-30a,GRPEL2
hsa-miR-30a,TUBB3
hsa-miR-30a,TM9SF1
hsa-miR-30a,USP5
hsa-miR-30a,KRT77
hsa-miR-30a,PPP1R10
hsa-miR-30a,PAICS
hsa-miR-30a,SON
hsa-miR-30a,GPRC5A
hsa-miR-30a,GTF2H2C
hsa-miR-30a,GLRX
hsa-miR-30a,SMARCA1
hsa-miR-30a,HNRNPA1L2
hsa-miR-30a,SUCLA2
hsa-miR-30a,KPNA1
hsa-miR-30a,SMN1
hsa-miR-30a,NDUFV3
hsa-miR-30a,GNG2
hsa-miR-30a,KRT6B
hsa-miR-30a,RRP15
hsa-miR-30a,PPOX
hsa-miR-30a,PABPC1
hsa-miR-30a,DHX8
hsa-miR-30a,RPRD1B
hsa-miR-30a,GTF2H2
hsa-miR-30a,PRIM1
hsa-miR-30a,PLA2G4A
hsa-miR-30a,NT5C1B
hsa-miR-30a,SLC12A2
hsa-miR-30a,ASCC3
hsa-miR-30a,FSCN1
hsa-miR-30a,PRMT1
hsa-miR-30a,MAK16
hsa-miR-30a,TRIO
hsa-miR-30a,YRDC
hsa-miR-30a,TICAM2
hsa-miR-30a,NFU1
hsa-miR-30a,CDC20
hsa-miR-30a,MKI67IP
hsa-miR-30a,PNPO
hsa-miR-30a,CTNNB1
hsa-miR-30a,HINT3
hsa-miR-30a,DAG1
hsa-miR-30a,RBMS3
hsa-miR-30a,EIF2B1
hsa-miR-30a,PLIN3
hsa-miR-30a,FNDC3B
hsa-miR-30a,IFRD2
hsa-miR-30a,INTS6
hsa-miR-30a,URM1
hsa-miR-30a,TIAL1
hsa-miR-30a,CSNK1G1
hsa-miR-30a,PPP2R2A
hsa-miR-30a,PRKAA1
hsa-miR-30a,KIF11
hsa-miR-30a,LARP4
hsa-miR-30a,YWHAZ
hsa-miR-30a,FAHD1
hsa-miR-30a,KIDINS220
hsa-miR-30a,ATL2
hsa-miR-30a,DSG2
hsa-miR-30a,FXR1
hsa-miR-30a,VIM
hsa-miR-30a,PTP4A1
hsa-miR-30a,SEC24A
hsa-miR-30a,LCLAT1
hsa-miR-30a,ELOVL5
hsa-miR-30a,SAMD9
hsa-miR-30a,RBM34
hsa-miR-30a,PAIP1
hsa-miR-30a,EXOSC10
hsa-miR-30a,LSS
hsa-miR-30a,MAP2K3
hsa-miR-30a,ITGB4
hsa-miR-30a,TPBG
hsa-miR-30a,UBL3
hsa-miR-30a,TIMM8A
hsa-miR-30a,RPP40
hsa-miR-30a,PTMS
hsa-miR-30a,SERPINE2
hsa-miR-30a,PPP2R5C
hsa-miR-30a,PES1
hsa-miR-30a,NDFIP1
hsa-miR-30a,SLC38A5
hsa-miR-30a,CORO1C
hsa-miR-30a,MLH1
hsa-miR-30a,DDX10
hsa-miR-30a,FAM96A
hsa-miR-30a,CPSF1
hsa-miR-30a,TRIP12
hsa-miR-30a,RPP14
hsa-miR-30a,MAP1LC3B2
hsa-miR-30a,NOP14
hsa-miR-30a,STUB1
hsa-miR-30a,SNX3
hsa-miR-30a,HECTD1
hsa-miR-30a,WDR74
hsa-miR-30a,MRPS5
hsa-miR-30a,TIMM10
hsa-miR-30a,ZFPL1
hsa-miR-30a,NDE1
hsa-miR-30a,BMS1
hsa-miR-30a,RBM5
hsa-miR-30a,LARP4B
hsa-miR-30a,SF3B3
hsa-miR-30a,OGDH
hsa-miR-30a,TBC1D4
hsa-miR-30a,TMED1
hsa-miR-30a,GATC
hsa-miR-30a,MAP1LC3B
hsa-miR-30a,DNAJB1
hsa-miR-30a,ATXN10
hsa-miR-30a,TMED5
hsa-miR-30a,NDUFAF1
hsa-miR-30a,SH3GL1
hsa-miR-30a,UFM1
hsa-miR-30a,ATOX1
hsa-miR-30a,KPNA4
hsa-miR-30a,REXO4
hsa-miR-30a,EGFR
hsa-miR-30a,PDCD10
hsa-miR-30a,EPT1
hsa-miR-30a,ATP6V1B2
hsa-miR-30a,PSME4
hsa-miR-30a,FAF2
hsa-miR-30a,IGF1R
hsa-miR-30a,SPCS3
hsa-miR-30a,FBN1
hsa-miR-30a,VAMP3
hsa-miR-30a,RBFOX1
hsa-miR-30a,PPP1R12A
hsa-miR-30a,RAB21
hsa-miR-30a,STX16
hsa-miR-30a,CAT
hsa-miR-30a,MAN1A2
hsa-miR-30a,ABCB10
hsa-miR-30a,POLR2B
hsa-miR-30a,RUNX2
hsa-miR-30a,PAK1IP1
hsa-miR-30a,HIST1H1A
hsa-miR-30a,AK2
hsa-miR-30a,DARS2
hsa-miR-30a,USE1
hsa-miR-30a,ITPRIP
hsa-miR-30a,UTP15
hsa-miR-30a,ZNF638
hsa-miR-30a,CPSF4
hsa-miR-30a,TELO2
hsa-miR-30a,DNAJA1
hsa-miR-30a,GGCT
hsa-miR-30a,TAPBP
hsa-miR-30a,TIMM9
hsa-miR-30a,ARG1
hsa-miR-30a,CSNK1G2
hsa-miR-30a,WDR12
hsa-miR-30a,LIG3
hsa-miR-30a,KCNN4
hsa-miR-30a,CTNND1
hsa-miR-30a,POLR2C
hsa-miR-30a,DDX50
hsa-miR-30a,PHB2
hsa-miR-30a,DNAJC3
hsa-miR-30a,SAMHD1
hsa-miR-30a,GABARAPL2
hsa-miR-30a,THBS1
hsa-miR-30a,PYCR2
hsa-miR-30a,APEH
hsa-miR-30a,ME3
hsa-miR-30a,PRKCDBP
hsa-miR-30a,ANXA1
hsa-miR-30a,BAX
hsa-miR-30a,NIP7
hsa-miR-30a,PKM
hsa-miR-30a,GLRX3
hsa-miR-30a,VWA8
hsa-miR-30a,YWHAE
hsa-miR-30a,UTP6
hsa-miR-30a,ACSL4
hsa-miR-30a,CAPN2
hsa-miR-30a,COPS7B
hsa-miR-30a,RBFOX2
hsa-miR-30a,LSM1
hsa-miR-30a,CSNK1G3
hsa-miR-30a,PRPF4B
hsa-miR-30a,PPP1CC
hsa-miR-30a,SLC33A1
hsa-miR-30a,NAP1L1
hsa-miR-30a,RARS2
hsa-miR-30a,ATP8A2
hsa-miR-30a,IKBIP
hsa-miR-30a,CDH2
hsa-miR-30a,GMFB
hsa-miR-30a,ARPC5
hsa-miR-30a,WDR75
hsa-miR-30a,UHRF2
hsa-miR-30a,GTF2H1
hsa-miR-30a,GTF3C4
hsa-miR-30a,HNRNPA1
hsa-miR-30a,GNA13
hsa-miR-30a,AP3S1
hsa-miR-30a,PICALM
hsa-miR-30a,ERLIN1
hsa-miR-30a,PRPF19
hsa-miR-30a,EXOC2
hsa-miR-30a,CAMKV
hsa-miR-30a,HDGF
hsa-miR-30a,THUMPD1
hsa-miR-30a,PTBP1
hsa-miR-30a,ITPRIPL2
hsa-miR-30a,CLEC4D
hsa-miR-30a,AGO2
hsa-miR-30a,NOL9
hsa-miR-30a,TUBA1B
hsa-miR-30a,SMCHD1
hsa-miR-30a,ANKRD26
hsa-miR-30a,CARS
hsa-miR-30a,ZNF324
hsa-miR-30a,XPO7
hsa-miR-30a,TPI1
hsa-miR-30a,RPN2
hsa-miR-30a,RPS17
hsa-miR-30a,NR2F6
hsa-miR-30a,TOMM5
hsa-miR-30a,HDAC1
hsa-miR-30a,ERP44
hsa-miR-30a,EEF1A1
hsa-miR-30a,CNP
hsa-miR-30a,ANAPC5
hsa-miR-30a,TRIM28
hsa-miR-30a,USP16
hsa-miR-30a,MRPL28
hsa-miR-30a,PNMA2
hsa-miR-30a,XPOT
hsa-miR-30a,DROSHA
hsa-miR-30a,REXO1
hsa-miR-30a,PCNA
hsa-miR-30a,LRRN1
hsa-miR-30a,MSL2
hsa-miR-30a,EEF2
hsa-miR-30b*,RORC
hsa-miR-30b*,RNPS1
hsa-miR-30b*,MYBBP1A
hsa-miR-30b*,CXXC4
hsa-miR-30b,SOCS1
hsa-miR-30b,BCL6
hsa-miR-30b,SMAD1
hsa-miR-30b,CCNE2
hsa-miR-30b,CAT
hsa-miR-30b,KLHL28
hsa-miR-30b,USP53
hsa-miR-30b,CHD1
hsa-miR-30b,COPS7B
hsa-miR-30b,MYO1E
hsa-miR-30b,RGMB
hsa-miR-30b,FBXO3
hsa-miR-30b,SRPR
hsa-miR-30b,BLOC1S6
hsa-miR-30b,PLIN3
hsa-miR-30b,KBTBD6
hsa-miR-30b,ZNF543
hsa-miR-30b,ZFYVE20
hsa-miR-30b,FAM8A1
hsa-miR-30b,NCOA6
hsa-miR-30b,TRERF1
hsa-miR-30b,ZNF567
hsa-miR-30b,DCAF12
hsa-miR-30b,CLDN12
hsa-miR-30b,PNN
hsa-miR-30b,WDR89
hsa-miR-30b,PHF13
hsa-miR-30b,RRAGD
hsa-miR-30b,ZBTB38
hsa-miR-30b,PDCD10
hsa-miR-30b,ZNF770
hsa-miR-30b,NACC2
hsa-miR-30b,FRZB
hsa-miR-30b,METTL21D
hsa-miR-30b,ZDHHC17
hsa-miR-30b,CDCA7
hsa-miR-30b,HIC2
hsa-miR-30b,OTUD4
hsa-miR-30b,GLCE
hsa-miR-30b,SNTB2
hsa-miR-30b,ARID3A
hsa-miR-30b,AZIN1
hsa-miR-30b,GNA13
hsa-miR-30b,NAA25
hsa-miR-30b,CD2AP
hsa-miR-30b,TNRC6C
hsa-miR-30b,SOX4
hsa-miR-30b,EML4
hsa-miR-30b,AP2A1
hsa-miR-30b,ATG12
hsa-miR-30b,SYPL1
hsa-miR-30b,BDP1
hsa-miR-30b,PGM3
hsa-miR-30b,DDAH1
hsa-miR-30b,SH2B3
hsa-miR-30b,RFX7
hsa-miR-30b,KLF10
hsa-miR-30b,YOD1
hsa-miR-30b,GNPDA1
hsa-miR-30b,TAOK1
hsa-miR-30b,GFPT2
hsa-miR-30b,B3GNT5
hsa-miR-30b,MIER3
hsa-miR-30b,PIP4K2A
hsa-miR-30b,CAMKV
hsa-miR-30b,IMPDH2
hsa-miR-30b,KLF4
hsa-miR-30b,LRP8
hsa-miR-30b,TSHZ3
hsa-miR-30b,ATP5C1
hsa-miR-30b,BAZ1B
hsa-miR-30b,RUNX2
hsa-miR-30b,NIPBL
hsa-miR-30b,FEM1B
hsa-miR-30b,WDR43
hsa-miR-30b,STX17
hsa-miR-30b,IKZF4
hsa-miR-30b,CSF1
hsa-miR-30b,POLRMT
hsa-miR-30b,CHAT
hsa-miR-30b,CEP152
hsa-miR-30b,FERMT2
hsa-miR-30b,HEY1
hsa-miR-30b,RAB18
hsa-miR-30b,OLFML2B
hsa-miR-30b,RBBP7
hsa-miR-30b,SERBP1
hsa-miR-30b,MATR3
hsa-miR-30b,RPS4X
hsa-miR-30b,EYA3
hsa-miR-30b,APLN
hsa-miR-30b,G3BP1
hsa-miR-30b,RAB22A
hsa-miR-30b,PARP1
hsa-miR-30b,TMED5
hsa-miR-30b,EIF2B1
hsa-miR-30b,ACER3
hsa-miR-30b,WDR37
hsa-miR-30b,CYB5B
hsa-miR-30b,HMGN2
hsa-miR-30b,ACTR10
hsa-miR-30b,KLHL15
hsa-miR-30b,C1QBP
hsa-miR-30b,PPP1R12B
hsa-miR-30b,FAM134C
hsa-miR-30b,RNF34
hsa-miR-30b,TRIM59
hsa-miR-30b,TMEM106B
hsa-miR-30b,MCFD2
hsa-miR-30b,RPS27A
hsa-miR-30b,SNRNP200
hsa-miR-30b,ZNF589
hsa-miR-30b,SHC1
hsa-miR-30b,TTLL12
hsa-miR-30b,ZNF646
hsa-miR-30b,GNAZ
hsa-miR-30b,ARF1
hsa-miR-30b,RBM14
hsa-miR-30b,SKIL
hsa-miR-30b,DNMT1
hsa-miR-30b,PRMT7
hsa-miR-30b,POU4F1
hsa-miR-30b,PCNT
hsa-miR-30b,ELOVL4
hsa-miR-30c-1*,HMBOX1
hsa-miR-30c-1*,DYRK1B
hsa-miR-30c-1*,SLC39A8
hsa-miR-30c-1*,FTSJ1
hsa-miR-30c-1*,PPIA
hsa-miR-30c-1*,SRPR
hsa-miR-30c-1*,UBE2O
hsa-miR-30c-1*,SRRT
hsa-miR-30c-2*,HUWE1
hsa-miR-30c-2*,CHMP4C
hsa-miR-30c-2*,LONP2
hsa-miR-30c-2*,TIMP3
hsa-miR-30c-2*,PDAP1
hsa-miR-30c-2*,SEC63
hsa-miR-30c-2*,RAC3
hsa-miR-30c-2*,MARCKSL1
hsa-miR-30c-2*,SLC7A2
hsa-miR-30c-2*,TMX3
hsa-miR-30c-2*,CPSF7
hsa-miR-30c-2*,NONO
hsa-miR-30c-2*,PITPNB
hsa-miR-30c-2*,SMU1
hsa-miR-30c-2*,AP3S1
hsa-miR-30c-2*,VAC14
hsa-miR-30c-2*,FDPS
hsa-miR-30c-2*,GNB2L1
hsa-miR-30c,SMAD1
hsa-miR-30c,MUC17
hsa-miR-30c,UBE2I
hsa-miR-30c,SERPINE1
hsa-miR-30c,HSPA4
hsa-miR-30c,TGIF2
hsa-miR-30c,HDAC4
hsa-miR-30c,SOCS3
hsa-miR-30c,CUL2
hsa-miR-30c,NEDD4
hsa-miR-30c,SOCS1
hsa-miR-30c,ITGB3
hsa-miR-30c,ARHGEF6
hsa-miR-30c,ITGA4
hsa-miR-30c,PIK3R2
hsa-miR-30c,VIM
hsa-miR-30c,TWF1
hsa-miR-30c,HMG20A
hsa-miR-30c,ECT2
hsa-miR-30c,KCTD3
hsa-miR-30c,HNRNPK
hsa-miR-30c,TRA2A
hsa-miR-30c,CAMKV
hsa-miR-30c,NDNL2
hsa-miR-30c,SEMA6A
hsa-miR-30c,SCN11A
hsa-miR-30c,E2F3
hsa-miR-30c,UBXN1
hsa-miR-30c,TRA2B
hsa-miR-30c,PAM
hsa-miR-30c,CHD1
hsa-miR-30c,UBE3C
hsa-miR-30c,MED1
hsa-miR-30c,TTC19
hsa-miR-30c,TM9SF3
hsa-miR-30c,PNKD
hsa-miR-30c,FEM1B
hsa-miR-30c,CSDE1
hsa-miR-30c,RTN4
hsa-miR-30c,TBL1XR1
hsa-miR-30c,PRKAB2
hsa-miR-30c,CPOX
hsa-miR-30c,ABCE1
hsa-miR-30c,IKZF4
hsa-miR-30c,SLC25A12
hsa-miR-30c,LACTB2
hsa-miR-30c,RNPS1
hsa-miR-30c,HNRNPDL
hsa-miR-30c,CSF1
hsa-miR-30c,CAPZA1
hsa-miR-30c,UBE2D2
hsa-miR-30c,GDI2
hsa-miR-30c,LIMA1
hsa-miR-30c,PKM
hsa-miR-30c,DPYSL2
hsa-miR-30c,CEP152
hsa-miR-30c,GTF3C3
hsa-miR-30c,OTP
hsa-miR-30c,EEF1A1
hsa-miR-30c,AGPAT5
hsa-miR-30c,MGEA5
hsa-miR-30c,HUS1
hsa-miR-30c,CDH1
hsa-miR-30c,ABI2
hsa-miR-30c,TNRC6A
hsa-miR-30c,ATP6V1C1
hsa-miR-30c,RPL39
hsa-miR-30c,TMEM120B
hsa-miR-30c,MGLL
hsa-miR-30c,CASC4
hsa-miR-30c,SUZ12
hsa-miR-30c,EIF2S3
hsa-miR-30c,SNX2
hsa-miR-30c,MGAT2
hsa-miR-30c,DNAJB14
hsa-miR-30c,RRM2
hsa-miR-30c,PARVG
hsa-miR-30c,BLMH
hsa-miR-30c,HERC4
hsa-miR-30c,ARF1
hsa-miR-30c,SCD5
hsa-miR-30c,SOX4
hsa-miR-30c,PPP1R12A
hsa-miR-30c,PTAR1
hsa-miR-30c,AIFM1
hsa-miR-30c,KREMEN1
hsa-miR-30c,RASA1
hsa-miR-30c,ZNF506
hsa-miR-30c,STARD7
hsa-miR-30c,ND6
hsa-miR-30c,MRPS16
hsa-miR-30c,PRCP
hsa-miR-30c,HNRNPC
hsa-miR-30c,ZNF668
hsa-miR-30c,RAB18
hsa-miR-30c,MXI1
hsa-miR-30c,ETS1
hsa-miR-30c,CTSC
hsa-miR-30c,RPL27A
hsa-miR-30c,KMT2D
hsa-miR-30c,RPS3
hsa-miR-30c,TKT
hsa-miR-30c,MATR3
hsa-miR-30c,KLHL15
hsa-miR-30c,NEDD9
hsa-miR-30c,DHX8
hsa-miR-30c,MAP2K1
hsa-miR-30c,UXT
hsa-miR-30c,HMGA1
hsa-miR-30c,CSNK1E
hsa-miR-30c,USP37
hsa-miR-30c,MTPAP
hsa-miR-30c,APLN
hsa-miR-30c,IPO9
hsa-miR-30c,RBM3
hsa-miR-30c,JUP
hsa-miR-30c,DDOST
hsa-miR-30c,PFN1
hsa-miR-30c,ARFGAP1
hsa-miR-30c,REXO2
hsa-miR-30c,PPM1H
hsa-miR-30c,CCDC117
hsa-miR-30c,AGO1
hsa-miR-30c,HMGXB4
hsa-miR-30c,SMARCE1
hsa-miR-30c,NFYB
hsa-miR-30c,RPL32
hsa-miR-30c,SLC39A1
hsa-miR-30c,BIRC5
hsa-miR-30c,WDR5
hsa-miR-30c,DDB1
hsa-miR-30c,SNRNP40
hsa-miR-30c,KLC2
hsa-miR-30c,MTCH2
hsa-miR-30c,STARD5
hsa-miR-30c,RAPGEFL1
hsa-miR-30c,EP300
hsa-miR-30c,CFL2
hsa-miR-30c,SDF2L1
hsa-miR-30c,LYRM2
hsa-miR-30c,SUN2
hsa-miR-30c,HSP90AA1
hsa-miR-30c,ZNF687
hsa-miR-30c,ESYT1
hsa-miR-30c,SHFM1
hsa-miR-30c,ZNF829
hsa-miR-30c,TMEM14E
hsa-miR-30c,LLPH
hsa-miR-30c,HMGN2
hsa-miR-30c,MARK4
hsa-miR-30c,CKAP4
hsa-miR-30c,UTP15
hsa-miR-30c,KLHL42
hsa-miR-30c,ARF3
hsa-miR-30c,YTHDC2
hsa-miR-30c,LIN9
hsa-miR-30c,NFE2L1
hsa-miR-30c,SLC25A38
hsa-miR-30c,MED13
hsa-miR-30c,ZNF780B
hsa-miR-30c,MTDH
hsa-miR-30c,ALDH5A1
hsa-miR-30c,HNRNPU
hsa-miR-30c,ERLIN1
hsa-miR-30c,CADPS2
hsa-miR-30c,SIAH2
hsa-miR-30c,GAPVD1
hsa-miR-30c,RBM14
hsa-miR-30c,RPS27A
hsa-miR-30c,ERLIN2
hsa-miR-30c,RNF34
hsa-miR-30c,RPS12
hsa-miR-30c,TMCO3
hsa-miR-30c,GZF1
hsa-miR-30c,ARCN1
hsa-miR-30c,RAC1
hsa-miR-30c,CBY1
hsa-miR-30c,POLQ
hsa-miR-30c,POU2F1
hsa-miR-30c,PLCB1
hsa-miR-30c,SDE2
hsa-miR-30c,ERI1
hsa-miR-30c,FAM134C
hsa-miR-30c,B3GNT5
hsa-miR-30c,PTBP3
hsa-miR-30c,ARHGEF12
hsa-miR-30c,DIS3
hsa-miR-30c,OTUD7A
hsa-miR-30c,MRPL38
hsa-miR-30c,C1QBP
hsa-miR-30c,NUDT11
hsa-miR-30c,INPP5F
hsa-miR-30c,SENP3
hsa-miR-30c,ZNF146
hsa-miR-30c,POM121
hsa-miR-30c,BCCIP
hsa-miR-30c,ARHGAP44
hsa-miR-30c,HNRNPA2B1
hsa-miR-30c,HSPH1
hsa-miR-30c,UBE2NL
hsa-miR-30c,HPRT1
hsa-miR-30c,EIF2A
hsa-miR-30c,DLC1
hsa-miR-30c,SNAPC4
hsa-miR-30c,BLOC1S4
hsa-miR-30c,UQCRC1
hsa-miR-30c,EED
hsa-miR-30c,ELOVL4
hsa-miR-30c,NLE1
hsa-miR-30c,C16orf70
hsa-miR-30c,CELSR3
hsa-miR-30d*,CAMKV
hsa-miR-30d,SMAD1
hsa-miR-30d,CASP3
hsa-miR-30d,GNAI2
hsa-miR-30d,TP53
hsa-miR-30d,EZH2
hsa-miR-30d,GPR78
hsa-miR-30d,RUNX2
hsa-miR-30d,FAM60A
hsa-miR-30d,EXOC2
hsa-miR-30d,RPUSD4
hsa-miR-30d,FEM1B
hsa-miR-30d,IRF2
hsa-miR-30d,SENP2
hsa-miR-30d,TAF1C
hsa-miR-30d,KLF14
hsa-miR-30d,HOXA11
hsa-miR-30d,DENND5A
hsa-miR-30d,AGO1
hsa-miR-30d,SMEK1
hsa-miR-30d,MAZ
hsa-miR-30d,AGO2
hsa-miR-30d,RREB1
hsa-miR-30d,ZNF609
hsa-miR-30d,TAB1
hsa-miR-30d,ADAP2
hsa-miR-30d,ADC
hsa-miR-30d,COPS7A
hsa-miR-30d,HAGH
hsa-miR-30d,MTHFD2
hsa-miR-30d,RPLP0
hsa-miR-30d,MCL1
hsa-miR-30d,RAB35
hsa-miR-30d,SAMD4B
hsa-miR-30d,FNIP1
hsa-miR-30d,SLC27A1
hsa-miR-30d,HSPA1B
hsa-miR-30d,SRSF9
hsa-miR-30d,RPN2
hsa-miR-30d,HDHD3
hsa-miR-30d,MAP1B
hsa-miR-30d,NR2F6
hsa-miR-30d,RPS17
hsa-miR-30d,HNRNPH1
hsa-miR-30d,C10orf137
hsa-miR-30d,POLR3H
hsa-miR-30d,KCTD12
hsa-miR-30d,FBN2
hsa-miR-30d,MACF1
hsa-miR-30d,DROSHA
hsa-miR-30d,REXO1
hsa-miR-30d,ZNF227
hsa-miR-30d,CARS2
hsa-miR-30d,MSL2
hsa-miR-30d,NMT1
hsa-miR-30d,FKTN
hsa-miR-30d,YKT6
hsa-miR-30d,ATP1A1
hsa-miR-30d,SGTA
hsa-miR-30d,MED28
hsa-miR-30d,ZBTB4
hsa-miR-30e*,NFKBIA
hsa-miR-30e*,UBXN1
hsa-miR-30e*,PPP2R2B
hsa-miR-30e*,FAM47E
hsa-miR-30e*,TRIM37
hsa-miR-30e*,SGSH
hsa-miR-30e*,TBC1D9B
hsa-miR-30e*,DGCR8
hsa-miR-30e*,CLSTN1
hsa-miR-30e*,RPS3
hsa-miR-30e*,LNPEP
hsa-miR-30e*,SERPINE2
hsa-miR-30e*,YWHAE
hsa-miR-30e*,RBBP7
hsa-miR-30e,UBE2I
hsa-miR-30e,MUC17
hsa-miR-30e,ZNF207
hsa-miR-30e,MIER1
hsa-miR-30e,GPBP1L1
hsa-miR-30e,PSMA6
hsa-miR-30e,TRAPPC9
hsa-miR-30e,LYRM7
hsa-miR-30e,BTBD9
hsa-miR-30e,RPIA
hsa-miR-30e,PRKAA1
hsa-miR-30e,EHMT1
hsa-miR-30e,ZBTB21
hsa-miR-30e,MSANTD2
hsa-miR-30e,TNKS2
hsa-miR-30e,LIMCH1
hsa-miR-30e,RPS8
hsa-miR-30e,NOL12
hsa-miR-30e,CANX
hsa-miR-30e,GNAI2
hsa-miR-30e,WDR26
hsa-miR-30e,POLRMT
hsa-miR-30e,TBC1D8B
hsa-miR-30e,PCNT
hsa-miR-30e,PSMB5
hsa-miR-30e,POLDIP3
hsa-miR-30e,ATP5O
hsa-miR-30e,RPLP0
hsa-miR-30e,ZYG11A
hsa-miR-30e,RPS7
hsa-miR-30e,HSP90AA1
hsa-miR-30e,RELA
hsa-miR-30e,STAU1
hsa-miR-30e,CCT6A
hsa-miR-30e,EEF1A1
hsa-miR-30e,VPS13B
hsa-miR-30e,EXO1
hsa-miR-30e,MTHFD2
hsa-miR-30e,C1orf123
hsa-miR-3117,ZFYVE19
hsa-miR-3127,SLC22A23
hsa-miR-3131,RCC2
hsa-miR-31*,RHOA
hsa-miR-31*,INHBA
hsa-miR-31*,RAN
hsa-miR-31*,ACADVL
hsa-miR-31*,XK
hsa-miR-31*,KIAA1737
hsa-miR-31*,PPP2R5C
hsa-miR-31*,MCM4
hsa-miR-31*,RICTOR
hsa-miR-31*,C1orf198
hsa-miR-31*,DBR1
hsa-miR-31*,PPIA
hsa-miR-31*,ARL6IP5
hsa-miR-31*,NUS1
hsa-miR-31*,TNKS2
hsa-miR-31*,SLC9A6
hsa-miR-3140,HIST1H2BD
hsa-miR-3144-3p,ATM
hsa-miR-3157,DIDO1
hsa-miR-3157,TNKS1BP1
hsa-miR-3157,CAP1
hsa-miR-3157,MED11
hsa-miR-3157,PIGS
hsa-miR-31,HIF1AN
hsa-miR-31,RHOA
hsa-miR-31,PPP2R2A
hsa-miR-31,LATS2
hsa-miR-31,SATB2
hsa-miR-31,FOXP3
hsa-miR-31,SELE
hsa-miR-31,CASR
hsa-miR-31,YY1
hsa-miR-31,RET
hsa-miR-31,NUMB
hsa-miR-31,NFAT5
hsa-miR-31,KLF13
hsa-miR-31,JAZF1
hsa-miR-31,HOXC13
hsa-miR-31,ETS1
hsa-miR-31,ITGA5
hsa-miR-31,MPRIP
hsa-miR-31,MMP16
hsa-miR-31,RDX
hsa-miR-31,CXCL12
hsa-miR-31,ARPC5
hsa-miR-31,FZD3
hsa-miR-31,DMD
hsa-miR-31,TIAM1
hsa-miR-31,ICAM1
hsa-miR-31,DKK1
hsa-miR-31,DACT3
hsa-miR-31,PRKCE
hsa-miR-31,RASA1
hsa-miR-31,STK40
hsa-miR-31,MCM2
hsa-miR-31,CDK1
hsa-miR-31,CREG1
hsa-miR-31,MLH1
hsa-miR-31,MET
hsa-miR-31,PPIL2
hsa-miR-31,ZC3H18
hsa-miR-31,RPS7
hsa-miR-31,MED12
hsa-miR-31,CYP27B1
hsa-miR-31,HIST1H2BC
hsa-miR-31,PTPRJ
hsa-miR-31,AGO1
hsa-miR-31,HEATR2
hsa-miR-31,HIST1H2BK
hsa-miR-31,RPA1
hsa-miR-31,TXNDC5
hsa-miR-31,AKAP8L
hsa-miR-31,FLNA
hsa-miR-31,ATP2A2
hsa-miR-31,NDFIP2
hsa-miR-31,TRIB3
hsa-miR-31,NUP188
hsa-miR-31,RPS4Y1
hsa-miR-31,GLI2
hsa-miR-31,RPL37A
hsa-miR-31,EXOSC5
hsa-miR-31,DDX19A
hsa-miR-31,UBA6
hsa-miR-31,NOL9
hsa-miR-31,DNAJC5
hsa-miR-31,FAM134C
hsa-miR-31,PEX19
hsa-miR-31,SMEK2
hsa-miR-31,TRRAP
hsa-miR-31,RANGAP1
hsa-miR-31,TNRC6B
hsa-miR-31,NOP56
hsa-miR-31,PCSK1N
hsa-miR-31,ZNF275
hsa-miR-31,C2CD5
hsa-miR-31,NFATC2IP
hsa-miR-31,HIST1H2BJ
hsa-miR-31,SRRM2
hsa-miR-31,GYG1
hsa-miR-31,ZC3H12C
hsa-miR-31,LRRC59
hsa-miR-31,GHITM
hsa-miR-31,EDC3
hsa-miR-31,MYO1D
