miRNA,Gene
hsa-miR-200b-3p,SUDS3
hsa-miR-200b-3p,FAM43A
hsa-miR-200b-3p,FNTB
hsa-miR-200b-3p,ARHGAP25
hsa-miR-200b-3p,KLHDC2
hsa-miR-200b-3p,ICOSLG
hsa-miR-200b-3p,B3GNT1
hsa-miR-200b-3p,PPME1
hsa-miR-200b-3p,EFHC1
hsa-miR-200b-3p,DHX16
hsa-miR-200b-3p,USP32
hsa-miR-200b-3p,C12orf49
hsa-miR-200b-3p,GPR89B
hsa-miR-200b-3p,LPXN
hsa-miR-200b-3p,RNF180
hsa-miR-200b-3p,RPL29
hsa-miR-200b-3p,ARCN1
hsa-miR-200b-3p,ADIPOR2
hsa-miR-200b-3p,OR2A4
hsa-miR-200b-3p,C11orf52
hsa-miR-200b-3p,WDR3
hsa-miR-200b-3p,CRTC2
hsa-miR-200b-3p,ASB7
hsa-miR-200b-3p,TIAM2
hsa-miR-200b-3p,AKAP13
hsa-miR-200b-3p,RPSAP52
hsa-miR-200b-3p,RNF152
hsa-miR-200b-3p,WIPF2
hsa-miR-200b-3p,NFATC3
hsa-miR-200b-3p,BACH1
hsa-miR-200b-3p,OAS3
hsa-miR-200b-3p,FAM105B
hsa-miR-200b-3p,PDCD4
hsa-miR-200b-3p,KBTBD8
hsa-miR-200b-3p,ZNF473
hsa-miR-200b-3p,B3GALT5
hsa-miR-200b-3p,SOS2
hsa-miR-200b-3p,EXOC5
hsa-miR-200b-3p,KIAA1217
hsa-miR-200b-3p,CHMP2B
hsa-miR-200b-3p,PCDHB16
hsa-miR-200b-3p,SNRNP27
hsa-miR-200b-3p,UTP23
hsa-miR-200b-3p,SCAMP5
hsa-miR-200b-3p,C16orf93
hsa-miR-200b-3p,LARS
hsa-miR-200b-3p,GPR89B
hsa-miR-200b-3p,LLPH
hsa-miR-200b-3p,LOC388796
hsa-miR-200b-3p,SSSCA1
hsa-miR-200b-3p,FAM49B
hsa-miR-200b-3p,ARMC1
hsa-miR-200b-3p,APOOL
hsa-miR-200b-3p,CABLES1
hsa-miR-200b-3p,ARPP19
hsa-miR-200b-3p,VEPH1
hsa-miR-200b-3p,NCOA7
hsa-miR-200b-3p,POC1A
hsa-miR-200b-3p,PRIM1
hsa-miR-200b-3p,GNAI2
hsa-miR-200b-3p,PHACTR1
hsa-miR-200b-3p,ORAOV1
hsa-miR-200b-3p,SIX4
hsa-miR-200b-3p,DPP9
hsa-miR-200b-3p,PAX8
hsa-miR-200b-3p,ADAMTSL1
hsa-miR-200b-3p,GTF2H2D
hsa-miR-200b-3p,SLC41A1
hsa-miR-200b-3p,ZNF280D
hsa-miR-200b-3p,CSF2RA
hsa-miR-200b-3p,CSF2RA
hsa-miR-200b-3p,PIK3R3
hsa-miR-200b-3p,TNFAIP8
hsa-miR-200b-3p,SLC2A1
hsa-miR-200b-3p,SEC24A
hsa-miR-200b-3p,PDE5A
hsa-miR-200b-3p,FERMT1
hsa-miR-200b-3p,ABCA3
hsa-miR-200b-3p,KLF13
hsa-miR-200b-3p,SNORA74A
hsa-miR-200b-3p,PPIP5K2
hsa-miR-200b-3p,GAS2L3
hsa-miR-200b-3p,EZH2
hsa-miR-200b-3p,PCDHB18
hsa-miR-200b-3p,GRN
hsa-miR-200b-3p,RAVER1
hsa-miR-200b-3p,NQO1
hsa-miR-200b-3p,DNTTIP2
hsa-miR-200b-3p,MERTK
hsa-miR-200b-3p,SGSH
hsa-miR-200b-3p,ATG4A
hsa-miR-200b-3p,IVNS1ABP
hsa-miR-200b-3p,SRPR
hsa-miR-200b-3p,RWDD4
hsa-miR-200b-3p,MGC57346
hsa-miR-200b-3p,FKTN
hsa-miR-200b-3p,FAM89A
hsa-miR-200b-3p,FAM8A1
hsa-miR-200b-3p,SLC37A4
hsa-miR-200b-3p,ARMCX1
hsa-miR-200b-3p,SUMO3
hsa-miR-200b-3p,ZNF641
hsa-miR-200b-3p,TMEM80
hsa-miR-200b-3p,FAM35A
hsa-miR-200b-3p,PIH1D2
hsa-miR-200b-3p,LIMA1
hsa-miR-200b-3p,COQ10A
hsa-miR-200b-3p,BBS2
hsa-miR-200b-3p,STOM
hsa-miR-200b-3p,PLXNA3
hsa-miR-200b-3p,IFI44L
hsa-miR-200b-3p,IPO8
hsa-miR-200b-3p,ATP8B2
hsa-miR-200b-3p,MORC3
hsa-miR-200b-3p,KLF10
hsa-miR-200b-3p,SP140L
hsa-miR-200b-3p,RHOD
hsa-miR-200b-3p,SNCG
hsa-miR-200b-3p,SYT2
hsa-miR-200b-3p,GLA
hsa-miR-200b-3p,IFFO2
hsa-miR-200b-3p,SLC35A2
hsa-miR-200b-3p,C6orf58
hsa-miR-200b-3p,NCOR2
hsa-miR-200b-3p,CLK4
hsa-miR-200b-3p,SLC25A33
hsa-miR-200b-3p,IFIT3
hsa-miR-200b-3p,ZMAT1
hsa-miR-200b-3p,FAM54A
hsa-miR-200b-3p,TOR1A
hsa-miR-200b-3p,CARS
hsa-miR-200b-3p,RAB30
hsa-miR-200b-3p,GLT8D1
hsa-miR-200b-3p,ZHX2
hsa-miR-200b-3p,TAPBP
hsa-miR-200b-3p,DAPK1
hsa-miR-200b-3p,VIM
hsa-miR-200b-3p,LTBP2
hsa-miR-200b-3p,TOR1AIP2
hsa-miR-200b-3p,SLFN5
hsa-miR-200b-3p,BEND6
hsa-miR-200b-3p,TARS2
hsa-miR-200b-3p,PRTFDC1
hsa-miR-200b-3p,TMCC3
hsa-miR-200b-3p,SGPP2
hsa-miR-200b-3p,CCDC59
hsa-miR-200b-3p,GEMIN7
hsa-miR-200b-3p,DOCK4
hsa-miR-200b-3p,GNAI3
hsa-miR-200b-3p,INF2
hsa-miR-200b-3p,PXDN
hsa-miR-200b-3p,CDC14B
hsa-miR-200b-3p,ZNF501
hsa-miR-200b-3p,WASL
hsa-miR-200b-3p,TCEAL6
hsa-miR-200b-3p,SLC22A5
hsa-miR-200b-3p,CTSS
hsa-miR-200b-3p,RPP14
hsa-miR-200b-3p,RNF144B
hsa-miR-200b-3p,CYTH4
hsa-miR-200b-3p,HSD11B2
hsa-miR-200b-3p,ZNF75A
hsa-miR-200b-3p,DIMT1L
hsa-miR-200b-3p,GUCY1B3
hsa-miR-200b-3p,CGN
hsa-miR-200b-3p,FAM27A
hsa-miR-200b-3p,RCBTB1
hsa-miR-200b-3p,CDCA4
hsa-miR-200b-3p,PANK3
hsa-miR-200b-3p,ST6GALNAC5
hsa-miR-200b-3p,SF3B4
hsa-miR-200b-3p,PNRC2
hsa-miR-200b-3p,PNRC2
hsa-miR-200b-3p,CMAS
hsa-miR-200b-3p,DDX58
hsa-miR-200b-3p,KDM5A
hsa-miR-200b-3p,TAOK1
hsa-miR-200b-3p,PDE12
hsa-miR-200b-3p,ZNF174
hsa-miR-200b-3p,LNX2
hsa-miR-200b-3p,APBA2
hsa-miR-200b-3p,PPP3CA
hsa-miR-200b-3p,YDJC
hsa-miR-200b-3p,FXYD3
hsa-miR-200b-3p,AKT2
hsa-miR-200b-3p,FAM38A
hsa-miR-200b-3p,MICA
hsa-miR-200b-3p,GPR89A
hsa-miR-200b-3p,GLIPR2
hsa-miR-200b-3p,NPEPPS
hsa-miR-200b-3p,CSTF2
hsa-miR-200b-3p,LIMD1
hsa-miR-200b-3p,MRPL32
hsa-miR-200b-3p,CSNK2A1
hsa-miR-200b-3p,CBR4
hsa-miR-200b-3p,ACVR1C
hsa-miR-200b-3p,ORC3
hsa-miR-200b-3p,ZNF281
hsa-miR-200b-3p,RHBDF1
hsa-miR-200b-3p,CLCN3
hsa-miR-200b-3p,MPV17
hsa-miR-200b-3p,OSBPL10
hsa-miR-200b-3p,ABHD11
hsa-miR-200b-3p,YWHAE
hsa-miR-200b-3p,CASK
hsa-miR-200b-3p,ARL8B
hsa-miR-200b-3p,NCOA3
hsa-miR-200b-3p,PIKFYVE
hsa-miR-200b-3p,PLS3
hsa-miR-200b-3p,GRAMD1A
hsa-miR-200b-3p,UBA6
hsa-miR-200b-3p,E2F4
hsa-miR-200b-3p,C10orf10
hsa-miR-200b-3p,KLHDC10
hsa-miR-200b-3p,CALHM2
hsa-miR-200b-3p,SDF2L1
hsa-miR-200b-3p,C7orf60
hsa-miR-200b-3p,RNFT1
hsa-miR-200b-3p,FAM171B
hsa-miR-200b-3p,NUP107
hsa-miR-200b-3p,PGCP
hsa-miR-200b-3p,MRPL46
hsa-miR-200b-3p,PLCD3
hsa-miR-200b-3p,ZBTB47
hsa-miR-200b-3p,TOE1
hsa-miR-200b-3p,ECE1
hsa-miR-200b-3p,EID2B
hsa-miR-200b-3p,GOLIM4
hsa-miR-200b-3p,PRKCA
hsa-miR-200b-3p,TSEN15
hsa-miR-200b-3p,CHST15
hsa-miR-200b-3p,VPS41
hsa-miR-200b-3p,C2CD3
hsa-miR-200b-3p,TSPAN1
hsa-miR-200b-3p,C12orf41
hsa-miR-200b-3p,ZNF204P
hsa-miR-200b-3p,MATN2
hsa-miR-200b-3p,ZNF321
hsa-miR-200b-3p,FSIP2
hsa-miR-200b-3p,AGPAT5
hsa-miR-200b-3p,DSC2
hsa-miR-200b-3p,C5orf4
hsa-miR-200b-3p,GTF2H2
hsa-miR-200b-3p,GTF2H2
hsa-miR-200b-3p,ARAP2
hsa-miR-200b-3p,GPRASP2
hsa-miR-200b-3p,TXLNG
hsa-miR-200b-3p,KCTD12
hsa-miR-200b-3p,TBXAS1
hsa-miR-200b-3p,SNRPE
hsa-miR-200b-3p,DBN1
hsa-miR-200b-3p,TARS
hsa-miR-200b-3p,INTS10
hsa-miR-200b-3p,SSBP3
hsa-miR-200b-3p,SENP7
hsa-miR-200b-3p,HAT1
hsa-miR-200b-3p,ARHGDIA
hsa-miR-200b-3p,ADAMTSL5
hsa-miR-200b-3p,HAUS6
hsa-miR-200b-3p,FLJ35409
hsa-miR-200b-3p,BCR
hsa-miR-200b-3p,STYK1
hsa-miR-200b-3p,LOC554249
hsa-miR-200b-3p,LAMB1
hsa-miR-200b-3p,PI4KAP2
hsa-miR-200b-3p,TASP1
hsa-miR-200b-3p,HMGN1
hsa-miR-200b-3p,SYT17
hsa-miR-200b-3p,ZBTB2
hsa-miR-200b-3p,TMEM40
hsa-miR-200b-3p,DISP2
hsa-miR-200b-3p,TGM2
hsa-miR-200b-3p,CDKN1B
hsa-miR-200b-3p,POLR3F
hsa-miR-200b-3p,RWDD4
hsa-miR-200b-3p,CCDC146
hsa-miR-200b-3p,C1orf58
hsa-miR-200b-3p,SARNP
hsa-miR-200b-3p,ANKRD37
hsa-miR-200b-3p,RBM11
hsa-miR-200b-3p,ATP8B1
hsa-miR-200b-3p,SRSF8
hsa-miR-200b-3p,BIN1
hsa-miR-200b-3p,FAM111B
hsa-miR-200b-3p,KDM5B
hsa-miR-200b-3p,PDCD1LG2
hsa-miR-200b-3p,TCEAL3
hsa-miR-200b-3p,PACSIN2
hsa-miR-200b-3p,IDH3G
hsa-miR-200b-3p,DHX36
hsa-miR-200b-3p,PAAF1
hsa-miR-200b-3p,SIL1
hsa-miR-200b-3p,SPATA7
hsa-miR-200b-3p,IPO11
hsa-miR-200b-3p,B3GALNT2
hsa-miR-200b-3p,H3F3C
hsa-miR-200b-3p,CHML
hsa-miR-200b-3p,RPIA
hsa-miR-200b-3p,CALB2
hsa-miR-200b-3p,ZNF362
hsa-miR-200b-3p,DOCK10
hsa-miR-200b-3p,NKIRAS2
hsa-miR-200b-3p,NGRN
hsa-miR-200b-3p,C10orf47
hsa-miR-200b-3p,TNS4
hsa-miR-200b-3p,TDRKH
hsa-miR-200b-3p,SH3YL1
hsa-miR-200b-3p,DNAH2
hsa-miR-200b-3p,FAM164C
hsa-miR-200b-3p,LOC554206
hsa-miR-200b-3p,SEMA7A
hsa-miR-200b-3p,PHKG2
hsa-miR-200b-3p,PLEKHJ1
hsa-miR-200b-3p,HAUS8
hsa-miR-200b-3p,MTRR
hsa-miR-200b-3p,TBCEL
hsa-miR-200b-3p,SLC29A3
hsa-miR-200b-3p,LMTK2
hsa-miR-200b-3p,GYLTL1B
hsa-miR-200b-3p,AFTPH
hsa-miR-200b-3p,HSP90AA4P
hsa-miR-200b-3p,CNNM4
hsa-miR-200b-3p,ARMC7
hsa-miR-200b-3p,WDR60
hsa-miR-200b-3p,RUVBL2
hsa-miR-200b-3p,SLC7A5
hsa-miR-200b-3p,MRPS34
hsa-miR-200b-3p,C9orf167
hsa-miR-200b-3p,KLHL28
hsa-miR-200b-3p,TINAGL1
hsa-miR-200b-3p,GNPDA1
hsa-miR-200b-3p,IL11
hsa-miR-200b-3p,NSUN4
hsa-miR-200b-3p,OXNAD1
hsa-miR-200b-3p,TSPYL1
hsa-miR-200b-3p,C1orf182
hsa-miR-200b-3p,MBD5
hsa-miR-200b-3p,GK5
hsa-miR-200b-3p,LRRC49
hsa-miR-200b-3p,EIF5B
hsa-miR-200b-3p,SRR
hsa-miR-200b-3p,ACTL6A
hsa-miR-200b-3p,H6PD
hsa-miR-200b-3p,TRMT11
hsa-miR-200b-3p,PSG6
hsa-miR-200b-3p,RBM4B
hsa-miR-200b-3p,MIRLET7F1
hsa-miR-200b-3p,TMEM201
hsa-miR-200b-3p,PIK3CB
hsa-miR-200b-3p,EXOSC1
hsa-miR-200b-3p,SLC16A10
hsa-miR-200b-3p,INF2
hsa-miR-200b-3p,TMEM41A
hsa-miR-200b-3p,SAMD8
hsa-miR-200b-3p,PDE4B
hsa-miR-200b-3p,TNRC18
hsa-miR-200b-3p,RB1CC1
hsa-miR-200b-3p,GALNS
hsa-miR-200b-3p,EXOC5
hsa-miR-200b-3p,SREK1IP1
hsa-miR-200b-3p,AGPAT6
hsa-miR-200b-3p,STK3
hsa-miR-200b-3p,HNRNPM
hsa-miR-200b-3p,CDC25B
hsa-miR-200b-3p,HSPC159
hsa-miR-200b-3p,CCDC69
hsa-miR-200b-3p,THAP2
hsa-miR-200b-3p,FAM129B
hsa-miR-200b-3p,RCCD1
hsa-miR-200b-3p,FAM199X
hsa-miR-200b-3p,CRTC1
hsa-miR-200b-3p,SH3RF3
hsa-miR-200b-3p,MFSD11
hsa-miR-200b-3p,CSTF2T
hsa-miR-200b-3p,FLNA
hsa-miR-200b-3p,MRPL2
hsa-miR-200b-3p,UTP11L
hsa-miR-200b-3p,PNO1
hsa-miR-200b-3p,VLDLR
hsa-miR-200b-3p,ODC1
hsa-miR-200b-3p,IFT27
hsa-miR-200b-3p,MED13
hsa-miR-200b-3p,PLEKHA8
hsa-miR-200b-3p,EDNRA
hsa-miR-200b-3p,MAPK13
hsa-miR-200b-3p,SIDT2
hsa-miR-200b-3p,ZNF143
hsa-miR-200b-3p,FAM70B
hsa-miR-200b-3p,MUDENG
hsa-miR-200b-3p,DNAJC18
hsa-miR-200b-3p,CFHR1
hsa-miR-200b-3p,GDPD5
hsa-miR-200b-3p,P2RY6
hsa-miR-200b-3p,C12orf76
hsa-miR-200b-3p,COBL
hsa-miR-200b-3p,IMPDH2
hsa-miR-200b-3p,COG7
hsa-miR-200b-3p,IFIH1
hsa-miR-200b-3p,C9orf5
hsa-miR-200b-3p,RBBP5
hsa-miR-200b-3p,ARL3
hsa-miR-200b-3p,CDC42BPG
hsa-miR-200b-3p,MIR29C
hsa-miR-200b-3p,HLCS
hsa-miR-200b-3p,MASTL
hsa-miR-200b-3p,NEO1
hsa-miR-200b-3p,ATMIN
hsa-miR-200b-3p,TET2
hsa-miR-200b-3p,PAPL
hsa-miR-200b-3p,PDE8A
hsa-miR-200b-3p,CALML4
hsa-miR-200b-3p,ENDOD1
hsa-miR-200b-3p,AEN
hsa-miR-200b-3p,PPEF1
hsa-miR-200b-3p,SGMS2
hsa-miR-200b-3p,EMG1
hsa-miR-200b-3p,MLEC
hsa-miR-200b-3p,LIMS3
hsa-miR-200b-3p,LIMS3
hsa-miR-200b-3p,GPR116
hsa-miR-200b-3p,TMEM129
hsa-miR-200b-3p,AKAP10
hsa-miR-200b-3p,SLC35F2
hsa-miR-200b-3p,TMEM39A
hsa-miR-200b-3p,KLHL23
hsa-miR-200b-3p,PHTF2
hsa-miR-200b-3p,IMPACT
hsa-miR-200b-3p,MKNK2
hsa-miR-200b-3p,NR2C2AP
hsa-miR-200b-3p,ZBTB20
hsa-miR-200b-3p,CCDC24
hsa-miR-200b-3p,RRM2
hsa-miR-200b-3p,CDCA2
hsa-miR-200b-3p,CDC45
hsa-miR-200b-3p,ASB18
hsa-miR-200b-3p,RAB31
hsa-miR-200b-3p,NIPAL3
hsa-miR-200b-3p,ZNF131
hsa-miR-200b-3p,C3orf37
hsa-miR-200b-3p,PIGZ
hsa-miR-200b-3p,CTSB
hsa-miR-200b-3p,PACS1
hsa-miR-200b-3p,MYL9
hsa-miR-200b-3p,CDC42EP3
hsa-miR-200b-3p,SNRPG
hsa-miR-200b-3p,DHRS11
hsa-miR-200b-3p,TGS1
hsa-miR-200b-3p,DEPDC4
hsa-miR-200b-3p,ENO4
hsa-miR-200b-3p,QPCTL
hsa-miR-200b-3p,COTL1
hsa-miR-200b-3p,DDX20
hsa-miR-200b-3p,FBXO11
hsa-miR-200b-3p,SLC4A8
hsa-miR-200b-3p,RG9MTD1
hsa-miR-200b-3p,IDH3A
hsa-miR-200b-3p,CCNY
hsa-miR-200b-3p,BRCA1
hsa-miR-200b-3p,KISS1
hsa-miR-200b-3p,NOP16
hsa-miR-200b-3p,PLCD4
hsa-miR-200b-3p,TCF7L2
hsa-miR-200b-3p,EID2
hsa-miR-200b-3p,SMC1A
hsa-miR-200b-3p,RIMS2
hsa-miR-200b-3p,PIP4K2C
hsa-miR-200b-3p,NIF3L1
hsa-miR-200b-3p,KPNA5
hsa-miR-200b-3p,COMT
hsa-miR-200b-3p,MAN2A2
hsa-miR-200b-3p,PNMA1
hsa-miR-200b-3p,CHMP5
hsa-miR-200b-3p,ANAPC13
hsa-miR-200b-3p,OSGIN2
hsa-miR-200b-3p,ETHE1
hsa-miR-200b-3p,SORT1
hsa-miR-200b-3p,UCHL5
hsa-miR-200b-3p,FAM149B1
hsa-miR-200b-3p,PIR
hsa-miR-200b-3p,UPP1
hsa-miR-200b-3p,GBAP1
hsa-miR-200b-3p,SH3BP2
hsa-miR-200b-3p,GMPR2
hsa-miR-200b-3p,MRPL1
hsa-miR-200b-3p,CPSF3
hsa-miR-200b-3p,STX1A
hsa-miR-200b-3p,ADD1
hsa-miR-200b-3p,C11orf1
hsa-miR-200b-3p,ALMS1
hsa-miR-200b-3p,ADRBK2
hsa-miR-200b-3p,PSD3
hsa-miR-200b-3p,DEAF1
hsa-miR-200b-3p,ATXN1
hsa-miR-200b-3p,MYEOV
hsa-miR-200b-3p,ETV4
hsa-miR-200b-3p,LAMB2
hsa-miR-200b-3p,USP46
hsa-miR-200b-3p,MTHFD1
hsa-miR-200b-3p,SPCS3
hsa-miR-200b-3p,ANKS1A
hsa-miR-200b-3p,MCEE
hsa-miR-200b-3p,ZWINT
hsa-miR-200b-3p,MTHFS
hsa-miR-200b-3p,DDX6
hsa-miR-200b-3p,LARP4B
hsa-miR-200b-3p,SLC25A12
hsa-miR-200b-3p,GPN2
hsa-miR-200b-3p,CLDN7
hsa-miR-200b-3p,SHROOM3
hsa-miR-200b-3p,ATE1
hsa-miR-200b-3p,NUDT15
hsa-miR-200b-3p,TAPBP
hsa-miR-200b-3p,SSPN
hsa-miR-200b-3p,KIAA0427
hsa-miR-200b-3p,C16orf72
hsa-miR-200b-3p,PVRL2
hsa-miR-200b-3p,TIMM10
hsa-miR-200b-3p,FTSJ3
hsa-miR-200b-3p,TMEM87A
hsa-miR-200b-3p,FTSJ1
hsa-miR-200b-3p,C1orf163
hsa-miR-200b-3p,HLA-DRB5
hsa-miR-200b-3p,ACO2
hsa-miR-200b-3p,ADAM17
hsa-miR-200b-3p,RAB11FIP5
hsa-miR-200b-3p,ANP32E
hsa-miR-200b-3p,C5orf41
hsa-miR-200b-3p,LOH3CR2A
hsa-miR-200b-3p,LYAR
hsa-miR-200b-3p,YWHAQP8
hsa-miR-200b-3p,SLC5A3
hsa-miR-200b-3p,MLL5
hsa-miR-200b-3p,C14orf43
hsa-miR-200b-3p,CYP2R1
hsa-miR-200b-3p,GRK4
hsa-miR-200b-3p,KRT7
hsa-miR-200b-3p,SMN1
hsa-miR-200b-3p,COL17A1
hsa-miR-200b-3p,ARHGEF12
hsa-miR-200b-3p,SLC26A2
hsa-miR-200b-3p,PC
hsa-miR-200b-3p,PKP4
hsa-miR-200b-3p,ANXA8L1
hsa-miR-200b-3p,PDLIM7
hsa-miR-200b-3p,NANOS1
hsa-miR-200b-3p,TOM1L2
hsa-miR-200b-3p,NEK9
hsa-miR-200b-3p,BCAR3
hsa-miR-200b-3p,CD40
hsa-miR-200b-3p,ATP11A
hsa-miR-200b-3p,EEPD1
hsa-miR-200b-3p,AGK
hsa-miR-200b-3p,ISG20L2
hsa-miR-200b-3p,LIX1L
hsa-miR-200b-3p,TPST2
hsa-miR-200b-3p,SPECC1
hsa-miR-200b-3p,RNF25
hsa-miR-200b-3p,FILIP1L
hsa-miR-200b-3p,KLC3
hsa-miR-200b-3p,COPS5
hsa-miR-200b-3p,LOC100132167
hsa-miR-200b-3p,BCL9
hsa-miR-200b-3p,ZNF252
hsa-miR-200b-3p,FAM83D
hsa-miR-200b-3p,CDT1
hsa-miR-200b-3p,CCDC122
hsa-miR-200b-3p,MRPS12
hsa-miR-200b-3p,GPR126
hsa-miR-200b-3p,IMP4
hsa-miR-200b-3p,DCXR
hsa-miR-200b-3p,GMNN
hsa-miR-200b-3p,CD302
hsa-miR-200b-3p,ENPP4
hsa-miR-200b-3p,SIN3B
hsa-miR-200b-3p,SLC11A2
hsa-miR-200b-3p,ACIN1
hsa-miR-200b-3p,MRM1
hsa-miR-200b-3p,TRNAU1AP
hsa-miR-200b-3p,CCNG2
hsa-miR-200b-3p,BGLAP
hsa-miR-200b-3p,TOR3A
hsa-miR-200b-3p,FAT4
hsa-miR-200b-3p,ZNF395
hsa-miR-200b-3p,PICK1
hsa-miR-200b-3p,CD274
hsa-miR-200b-3p,C8orf46
hsa-miR-200b-3p,C15orf61
hsa-miR-200b-3p,STX3
hsa-miR-200b-3p,ANO6
hsa-miR-200b-3p,DNAJC1
hsa-miR-200b-3p,C19orf46
hsa-miR-200b-3p,PRR4
hsa-miR-200b-3p,MXRA7
hsa-miR-200b-3p,RNF166
hsa-miR-200b-3p,PIM1
hsa-miR-200b-3p,KIAA0195
hsa-miR-200b-3p,IMMP1L
hsa-miR-200b-3p,SETD6
hsa-miR-200b-3p,S100A16
hsa-miR-200b-3p,VASH1
hsa-miR-200b-3p,GFM1
hsa-miR-200b-3p,GM2A
hsa-miR-200b-3p,PPP2R5E
hsa-miR-200b-3p,DNAJC24
hsa-miR-200b-3p,PML
hsa-miR-200b-3p,SCYL3
hsa-miR-200b-3p,IMPAD1
hsa-miR-200b-3p,C1orf210
hsa-miR-200b-3p,KDM3A
hsa-miR-200b-3p,SIRT5
hsa-miR-200b-3p,GRIK4
hsa-miR-200b-3p,WDR1
hsa-miR-200b-3p,CAPZB
hsa-miR-200b-3p,PAM
hsa-miR-200b-3p,TXNIP
hsa-miR-200b-3p,TOB1
hsa-miR-200b-3p,CABYR
hsa-miR-200b-3p,ZNF449
hsa-miR-200b-3p,TNRC18
hsa-miR-200b-3p,PPM1D
hsa-miR-200b-3p,PLA2G4A
hsa-miR-200b-3p,KIF3A
hsa-miR-200b-3p,C14orf128
hsa-miR-200b-3p,EHD3
hsa-miR-200b-3p,SCO1
hsa-miR-200b-3p,C5orf42
hsa-miR-200b-3p,TMEM8B
hsa-miR-200b-3p,MICB
hsa-miR-200b-3p,SPRY2
hsa-miR-200b-3p,CYP39A1
hsa-miR-200b-3p,ARHGDIA
hsa-miR-200b-3p,TNFRSF1A
hsa-miR-200b-3p,GTPBP8
hsa-miR-200b-3p,CDC42SE1
hsa-miR-200b-3p,UCHL3
hsa-miR-200b-3p,HMGB1
hsa-miR-200b-3p,ATF7
hsa-miR-200b-3p,SLAIN1
hsa-miR-200b-3p,C18orf56
hsa-miR-200b-3p,MX1
hsa-miR-200b-3p,GTF2IRD2
hsa-miR-200b-3p,EREG
hsa-miR-200b-3p,MTIF2
hsa-miR-200b-3p,POLR1C
hsa-miR-200b-3p,ABCD3
hsa-miR-200b-3p,EMP1
hsa-miR-200b-3p,SNIP1
hsa-miR-200b-3p,EIF3M
hsa-miR-200b-3p,MPP5
hsa-miR-200b-3p,TNFRSF10B
hsa-miR-200b-3p,MIOS
hsa-miR-200b-3p,MIRLET7I
hsa-miR-200b-3p,LMBR1
hsa-miR-200b-3p,IL7R
hsa-miR-200b-3p,TMEM232
hsa-miR-200b-3p,NEK2
hsa-miR-200b-3p,C8orf37
hsa-miR-200b-3p,BTN3A2
hsa-miR-200b-3p,CCDC51
hsa-miR-200b-3p,ARL4C
hsa-miR-200b-3p,GGCX
hsa-miR-200b-3p,FLJ45831
hsa-miR-200b-3p,MCTP1
hsa-miR-200b-3p,TNK1
hsa-miR-200b-3p,EDIL3
hsa-miR-200b-3p,UGCG
hsa-miR-200b-3p,C4orf3
hsa-miR-200b-3p,AP1G2
hsa-miR-200b-3p,GPATCH1
hsa-miR-200b-3p,PAFAH2
hsa-miR-200b-3p,RIMBP3
hsa-miR-200b-3p,ZNF257
hsa-miR-200b-3p,PKN2
hsa-miR-200b-3p,SULT1A3
hsa-miR-200b-3p,DHX33
hsa-miR-200b-3p,HLA-DRB3
hsa-miR-200b-3p,SLFN13
hsa-miR-200b-3p,LPIN2
hsa-miR-200b-3p,CYP26B1
hsa-miR-200b-3p,EXTL3
hsa-miR-200b-3p,KYNU
hsa-miR-200b-3p,OR51B5
hsa-miR-200b-3p,SLC20A2
hsa-miR-200b-3p,BRMS1
hsa-miR-200b-3p,C1QBP
hsa-miR-200b-3p,OR7E14P
hsa-miR-200b-3p,ADAM19
hsa-miR-200b-3p,PLXND1
hsa-miR-200b-3p,DUSP12
hsa-miR-200b-3p,C20orf196
hsa-miR-200b-3p,SNRNP25
hsa-miR-200b-3p,FBXL20
hsa-miR-200b-3p,FARP2
hsa-miR-200b-3p,CYP2U1
hsa-miR-200b-3p,UTP14A
hsa-miR-200b-3p,ZC3H12C
hsa-miR-200b-3p,RNASEL
hsa-miR-200b-3p,TGFA
hsa-miR-200b-3p,AGPHD1
hsa-miR-200b-3p,TTC8
hsa-miR-200b-3p,TMEM165
hsa-miR-200b-3p,GKN2
hsa-miR-200b-3p,TRAFD1
hsa-miR-200b-3p,EXOSC4
hsa-miR-200b-3p,MLF1IP
hsa-miR-200b-3p,FAM117A
hsa-miR-200b-3p,WDR85
hsa-miR-200b-3p,TBCD
hsa-miR-200b-3p,CDC42BPA
hsa-miR-200b-3p,SNX24
hsa-miR-200b-3p,TCEAL4
hsa-miR-200b-3p,HLA-DRB3
hsa-miR-200b-3p,ARHGAP9
hsa-miR-200b-3p,ANXA7
hsa-miR-200b-3p,PIK3R1
hsa-miR-200b-3p,PTCD2
hsa-miR-200b-3p,ASL
hsa-miR-200b-3p,FUBP3
hsa-miR-200b-3p,ENOX2
hsa-miR-200b-3p,MICA
hsa-miR-200b-3p,MIR622
hsa-miR-200b-3p,IL12A
hsa-miR-200b-3p,PPIL4
hsa-miR-200b-3p,VAMP7
hsa-miR-200b-3p,VAMP7
hsa-miR-200b-3p,C2orf29
hsa-miR-200b-3p,ZBTB44
hsa-miR-200b-3p,ELOVL6
hsa-miR-200b-3p,SPIRE1
hsa-miR-200b-3p,C22orf28
hsa-miR-200b-3p,NONO
hsa-miR-200b-3p,MRPL17
hsa-miR-200b-3p,KDM4C
hsa-miR-200b-3p,C9orf84
hsa-miR-200b-3p,GSTA4
hsa-miR-200b-3p,STC1
